LocaleIdentifier,DE
MsgInventoryCountDuplicates,"%ld Duplikate gefunden, welche vor der Versendung entfernt werden"
MsgInventoryCurrent,Aktuell
MsgInventoryReceive,Erhalten
MsgInventoryActual,Tatsächliche
MsgInventoryWaste,Abfall
MsgInventoryDamage,Schaden
MsgInventoryName,Name
MsgInventoryQuantity,Menge
MsgInventoryQty,Menge
MsgInventoryUnit,Einheit
MsgInventoryClosed,Geschlossen
MsgInventoryRec,Rec.
MsgInventoryProductResultList,Produkt Ergebnisliste
MsgInventorySelectProductOrIngredient,Wählen Sie ein Produkt oder eine Zutat
MsgInventoryPleaseSelectUnit,Bitte wählen Sie eine Maßeinheit
MsgInventoryPleaseSelectReason,Bitte wählen Sie eine Maßeinheit
MsgInventoryMoreDetails,Bestelldetails
MsgInventoryIngredient,Zutat
MsgInventoryObtainingPurchaseOrder,Auftrag abrufen...
MsgInventoryObtainingPurchaseOrders,Aufträge abrufen...
MsgInventoryUpdateReceivedInfo,Aktualisieren der erhaltenen Informationen...
MsgInventoryErrorOccurredFetchFailed,Abrufen des Inventars Fehlgeschlagen!
MsgInventoryErrorOccurredInternet,Fehler ist aufgetreten. Bitte überprüfen Sie Ihre Internetverbindung!
MsgInventoryEnterAmount,Betrag Eingeben
MsgInventoryPriorInventory,Vorheriges Inventar (%@)
MsgInventoryActualInventory,Ist-Bestand (%@)
MsgInventoryVariance,Abweichung (%@)
MsgInventoryVariancePerc,Abweichung (%%)
MsgInventoryReason,Grund
MsgInventoryEnterReason,Geben Sie einen Grund an
MsgInventoryEnterCostPerUnit,Kosten pro Einheit
MsgInventoryNone,Keine
MsgInventoryUpdate,Aktualisieren
MsgInventoryUpdatePrice,Server
MsgInventoryUpdateCost,Kosten Aktualisieren
MsgInventoryAdjustCost,Anpassung\nBetrag
MsgInventoryPriceUpdated,Preis Aktualisiert
MsgInventoryCostUpdated,Kosten Aktualisiert
MsgInventoryNewPrice,Neuer Preis: %@
BtnShowResultsPrinterDetails,Details Drucken
BtnShowResultsPrinterSummary,Zusammenfassung Drucken
MsgInventoryCurrentPrice,Aktueller Preis: %@
MsgInventoryCurrentCost,Aktuelle Kosten: %@
MsgInventoryNewCost,Neue Kosten: %@
MsgInventoryCurrent:,Aktuell: %@%@
MsgInventoryCurrentQuantityUnits,Aktuell: %.2f %@s
MsgInventoryThePriceOf,"Der Preis von %@ wurde geändert in %@. Bitte aktualisieren Sie die anderen Stationen, damit die Änderung auch dort wirksam wird."
MsgInventoryTheCostOf,"Die Kosten von %@ haben sich geändert in %@. Bitte aktualisieren Sie die anderen Stationen, damit die Änderung auch dort wirksam wird."
MsgInventoryPrice,Preis
MsgInventoryCost,Kosten
MsgInventoryPleaseSpecifyReason,Bitte spezifizieren Sie einen Grund.
MsgInventoryPleaseCorrectQuantity,Bitte spezifizieren Sie die richtige Menge.
MsgInventoryNA,Nicht zutreffend
MsgInventoryEnterSerialNumber,Geben Sie Seriennummern ein\n(getrennt durch eine neue Zeile)
MsgInventoryStatus,Status
MsgInventoryFilterBySerialNumber,Filtern nach Fortlaufender Nummer
MsgInventorySerialNumber,Fortlaufende Nummer
MsgInventorySerialNumbers,Fortlaufende Nummer(n)
MsgInventoryFetchingSerialNumbers,Seriennummer(n) Abrufen...
MsgInventoryInStock,Auf Lager
MsgInventorySold,Verkauft
MsgInventoryWastage,Schwund
MsgInventoryEnsureThisValue,"Stellen Sie sicher, daß der Kosten-Wert größer oder gleich 0,0001 ist."
MsgInventoryQuantityAndNumber,Inventaranzahl und fortlaufende Nummer stimmen nicht überein.
MsgInventorySerialNumberAlreadyExists,Seriennummer ist bereits vorhanden.
MsgInventorySynchronize,Synchronisieren
MsgInventoryScannedItemCannotBeAdded,"Artikel wurde nicht gefunden und kann nicht der Bestellung hinzugefügt werden, weil er bereits bezahlt ist."
MsgInventoryResultUnmatched,Unbekannt
MsgInventoryResultShrinkage,Schwund
MsgInventoryResultMatched,Entsprechen
MsgActualSerialResultsList,Tatsächliche Serien Ergebnisliste
MsgInventoryResultReceive,Empfangen?
MsgInventoryResultReceiveAll,Alle Empfangen?
MsgInventoryResultWaste,Abfall?
MsgInventoryResultWasteAll,Alles zum Abfall?
MsgInventoryReadyForScanOrInput,Bereit für Scannen oder manuelle Eingabe
MsgInventoryEnteredSerialNumber,#'s Eingegebene Seriennummern
MsgInventoryNoSelectingItems %@,Sie haben keine %@ Artikel ausgewählt. Dennoch fortfahren?
MsgInventoryInputReason,Eingabegrund
MsgInventoryReceivedSerialNumbers,Empfangen
MsgInventoryWastedSerialNumbers,Schwund
MsgInventoryMatchedSerialNumbers,Entsprechen
MsgInventoryCheckingInventory,Inventar wird geprüft...
MsgInventorySerialNumberIs,mit Seriennummer
MsgInventorySerialNumberSold,als Verkauft gekennzeichnet
MsgInventorySerialNumberWastedV2,markiert als Verlust
MsgInventorySerialNumberNotMatches,gibt es nicht im Inventar
MsgPunchhLoadConfigurationError,Konfigurations-Ladefehler
MsgPunchhUserInfo,Punchh Benutzer-Information
MsgPunchhCreateUserInfo,Erstellen Sie Punchh Benutzer
MsgPunchhEnterUserInfo,Punchh Benutzer-Information eingeben
MsgPunchhEnterPhoneEmailError,Geben Sie E-Mail oder Telefon ein
MsgPunchhLookupByPhoneOrEmailError,Suchen nach mehreren Parametern wird nicht unterstützt.\nBitte verwenden Sie entweder Telefon/E-Mail/Karte
MsgPunchhFirstLastNameError,Geben Sie Vor- oder Nachnamen ein
MsgPunchhCustomerPhoneEmailError,Der Kunde hat kein Telefon oder E-mail
MsgPunchhCustomerLookup,Punchh Benutzersuche…
MsgPunchhUserCreate,Erstellen Sie Punchh Benutzer
MsgPunchhLoadingUserRedemption,Einlösungs-Informationen werden geladen
MsgPunchhRedemptionCode,Einlösungs-Code
MsgPunchhEnterRedemptionCode,Gutscheincode Eingeben
MsgPunchhRedemptionCodeError,Bitte digitalen Einlösungs-Code eingeben
MsgPunchhApplyRedemption,Rabatt wird angewendet…
MsgPunchhSuccessfullyRedeemed,Erfolgreich eingelöst
MsgPunchhPoints,Punchh Punkte
MsgPunchhNoRedeemableRewards,Benutzer %@ %@ hat keine einlösbaren Prämien
MsgPunchhCheckInUser,Kunde wird geprüft…
MsgPunchhSendingOrder,Quittungsdetails werden gesendet…
MsgPunchhSendingOrderError,Quittungsversand fehlgeschlagen
MsgPunchhSendingOrderSuccess,Quittungsversand erfolgreich
MsgPunchhBankedRewards,Verwalten von Prämien
MsgPunchhUnredeemCards,Prämien einlösen
MsgPunchhUserManage,Punchh Benutzer verwalten
MsgPunchhNoRedeemableRewardsYes,Benutzer hat keine einlösbaren Prämien
MsgPunchhUsers,Punchh  Treueprogramm-Benutzer
MsgPunchhReceipts,Punchh Quittung
MsgPunchhCreateError,Punchh Benutzer Erstellung fehlgeschlagen\n.Unbekannter Fehler
MsgPunchhSelectItemError,Bitte wählen Sie
MsgPunchhRewardsAvailableCaption,Verfügbare Prämien
MsgPunchhSwipeOrScanTitle,Prämienkarte Scannen oder Durchziehen
MsgPunchhReaderOrScannerWaiting,Prämienkarte Scannen oder Durchziehen
MsgPunchhCaptionPoints,Punktestand
MsgPunchhRedeemCard,Prämie Einlösen
MsgPucnhhBankedRewardsPointsEarnedMessage,Sie haben einen Termin.
MsgComoBenefitCanNotBeApplied,Karte kann nicht mit der Bestellung verknüpft werden.
MsgPriceCheckerPlaceholder,Suchbegriff Eingeben
MsgPriceCheckerNotFound,Produkt wurde nicht gefunden
MsgEmailSendConfirmTitle,E-Mail-Bestätigung
MsgEmailSendConfirmMessage,Ihre Quittung wird an folgende E-Mail-Adresse versendet:
BtnEmailSendConfirmChangeEmail,E-Mail Ändern
MsgReceiptlessReturnsReturns,Reklamationen
MsgReceiptlessReturnsItemsHeader,Reklamation ohne Rechnung
MsgReceiptlessReturnsItemReturnedItems,Reklamierte Arttikel
MsgReceiptlessReturnsItemQty,Menge
MsgReceiptlessReturnsItemInventory,Inventar
MsgReceiptlessReturnsItemReturn,Entfernen
MsgReceiptlessReturnsItemSearchPlaceholder,Inventar
MsgReceiptlessReturnsItemTax,Steuer
MsgReceiptlessReturnSummaryHeader,Tauschzusammenfassung
MsgReceiptlessReturnSummaryAttachCustomer,Kunden\n hinzufügen
MsgReceiptlessReturnSummaryPrice,Preis
MsgReceiptlessReturnSummaryTotal,Summe:
MsgReceiptlessReturnSummaryCash,Bargeld
MsgReceiptlessReturnSummaryStoreCredit,Kredit
MsgReceiptlessReturnSummaryPriceReturn,Reklamation
MsgReceiptlessReturnSummarySetTenderType,Zahlungsart
MsgReceiptlessReturnSummaryCustomer,Kunde:
MsgReceiptlessReturnSummaryPlaceholder,Geben Sie einen Grund an
MsgReceiptlessReturnSummaryReturn,Rückgabe %@
MsgReceiptlessReturnReceiptItems,Zurückgegebene Artikel
MsgReceiptlessReturnSpecifyReason,Geben Sie ein Grund für die Rückgabe
MsgReceiptlessReturnCashReturnSuccessMessage,Bitte bezahlen Sie den Kunden
MsgReceiptlessReturnSuccessAddItemsGiftStoreCredit,Reklamation verarbeitet.  Bitte fügen Sie Artikel oder eine Geschenkkarte der Bestellung hinzu.
MsgReceiptlessReturnSuccessAddItemsStoreCredit,Reklamation verarbeitet.  Bitte fügen Sie Artikel oder eine Geschenkkarte der Bestellung hinzu.
MsgReceiptlessReturnSwitchYes,JA
MsgReceiptlessReturnSwitchNo,NEIN
MsgReceiptlessReturnSearchingSN,Suche...
MsgReceiptlessReturnCantFindSN,Kein Produkt mit übereinstimmender Seriennummer befindet sich im Inventar.
MsgReceiptlessReturnPurchaseAmountMessage,Rückgabewert übersteigt den Kaufbetrag. Bitte Artikel hinzufügen um den verbleibenden Betrag zu verwenden.
MsgWelcomeDemoConfig,Anwendung wird jetzt Demo-Konfiguration laden. Ihre Benutzer-PIN wird an %@ gesendet.
MsgScrOrderPreAuthOrder,Prä-Autorisiert
MsgScrOrderPreAuthOrderDue,PräAut
MsgScrOrderPreAuthWithAnotherCard,Bestellung ist bereits prä-autorisiert. Bitte stornieren Sie zuerst die aktuelle Prä-Autorisierung.
MsgScrOrderPreAuthChooseSeat,Dieser Auftrag ist prä-autorisiert. \n Bitte wenden Sie die Prä-Autorisierung für einen der Plätze an.
MsgScrOrderPreAuthChooseBill,Dieser Auftrag ist prä-autorisiert. \n Bitte wenden Sie die Prä-Autorisierung für eine der Rechnungen an.
MsgScrOrderPreAuthChooseBillTitle,Prä-autorisierte Bestellung
MsgScrOrderPreAuthAmount,Prä-autorisierter Betrag
MsgPrePaymentNotSupportedOffline,Service der Prä-Autorisierung wird im Offline-Modus nicht unterstützt.
MsgPrePaymentProcessorNotSupported,Kreditkartenprozessor unterstützt keine Prä-Aut.-Transaktionen.
MsgBatchPreAuthOrderShouldBeFinalized,"Zahlung kann nicht erfasst werden, weil die Bestellung nicht beendet wurde.\nBitte schließen Sie die Bestellung."
MsgBatchPreAuthOrderProceedCapture,Möchten Sie fortfahren?
MsgMovePreAuthPaymnet,Bitte wählen Sie welche Vor-Autorisierung Sie behalten wollen.
MsgMovePreAuthPaymnetFailedCancel,Fehler beim Stornieren der Prä-Aut. Transaktion\n Bestellung #%@ ist immer noch offen.
MsgPreAuthConfirmCancel,Wollen Sie wirklich die Bestellung stornieren
MsgPreAuthTableNOEmptyTable,Keine Leeren Tische
MskQuickCourseAndSeatEnterCourseCount,Geben Sie die Anzahl Gänge ein
MskQuickCourseAndSeatEnterSeatCount,Geben Sie die Anzahl Plätze ein
MsgQuickCourseAndSeatManual,Manuell
MsgDeliveryConsoleOrderQueueTitle,Lieferkonsole - Ansicht der wartenden Bestellungen
MsgDeliveryConsoleMapViewTitle,Lieferkonsole - Kartenansicht
MsgDeliveryConsoleDriversViewTitle,Lieferkonsole - Fahreransicht
MsgDeliveryConsoleOrderHistoryViewTitle,Lieferkonsole - Ansicht der vergangenen wartenden Bestellungen
MsgDeliveryConsoleDriverHistoryViewTitle,Lieferkonsole - Ansicht der vergangenen Fahrer
MsgDeliveryConsoleDriverExpandedMapViewTitle,Lieferkonsole - Ausgedehnte Kartenansicht
MsgDeliveryCouldNotResolveHomeLocation,Konnte den POS-Standort nicht aufklären. Bitte prüfen Sie die Anschrift Ihrer Filiale in den Backend-Einstellungen.
MsgDeliveryTimeSinceOrdered,Zeit Seit\nBestellung
MsgDeliveryStatus,Fahrerstatus
MsgDeliveryOrderDeliveryStatusReady,Bereit
MsgDeliveryOrderDeliveryStatusCooking,Wird zubereitet
MsgDeliveryOrderDeliveryStatusAssigned,Zugewiesen
MsgDeliveryOrderDeliveryStatusEnroute,Auf dem Weg
MsgDeliveryOrderDeliveryStatusRequested,Anfordern
MsgDeliveryOrderDeliveryStatusAccepted,Akzeptiert
MsgDeliveryOrderDeliveryStatusInTransit,Im Transit
MsgDeliveryOrderDeliveryStatusUnassigned,Noch nicht zugewiesen
MsgDeliveryOrderDeliveryStatusDelivered,Geliefert
MsgDeliveryOrderDeliveryStatusReturning,Kehrt jetzt zurück
MsgDeliveryOrderDeliveryStatusReturned,Retouren
MsgDeliveryOrderDeliveryStatusUnableToReturn,Artikel zur Rücknahme 
MsgDeliveryOrderDeliveryStatusUnknown,Unbekannt
MsgDeliveryOrderDeliveryEstimatedDelivery,Geschätzte Lief:
MsgDeliveryOrderUnpaidTitle,Unbezahlt
MsgDeliveryMinutesShort,Min
MsgDeliveryHourShort,Stunde
MsgDeliverySeeAllOrders,Alle Bestellungen Einsehen
MsgDeliveryPinsShowTitle,Pins zeigen
MsgDeliveryMapReadytime,Vorbereitungszeit
MsgDeliveryMapDistance,Abstand
MsgDeliveryMapWorkLocationTitle,Arbeit
MsgDeliveryMapTotalRouteTime,Gesamtzeit für die Strecke:
MsgDeliveryMapLinks,Kartenlinks
MsgDeliveryAssignSelectedOrders,Ausgewählte Bestellungen zuweisen
MsgDeliveryMapMarkerReadyToGo,Bereit zur Lieferung
MsgDeliveryMapMarkerNotYetReady,Noch nicht bereit
MsgDeliveryMapMarkerReadyIn,Bereit in %@
MsgDeliveryMapSuggestedOrders,Vorgeschlagene Bestellungen
MsgDeliveryMapSeeDeliveryZone,Siehe Lieferzone
MsgDeliveryMapButtonOptionOn,AKTIV
MsgDeliveryMapButtonOptionOff,DEAKTIVIERT
MsgDeliverySelectDriverTitle,Fahrer auswählen
MsgDeliveryDeliveryDriversTitle,Lieferant:
BtnDeliveryAssignDriver,Zuweisen
BtnDeliveryUnassignDriver,Zuweisung Aufheben
BtnDeliveryOrderHistory,Bestellhistorie
BtnDeliveryOrderMap,Karte
BtnDeliveryOrderQueue,Wartende Bestellungen
BtnDeliveryOrderDrivers,Fahrer
BtnDeliveryOrderDriverHistory,Fahrerhistorie
MsgDeliveryOrderDetailsAddresses,Adressen
BtnDeliveryBackToOrderQueue,Zurück zu Bestellungen
BtnDeliveryBackToDriversView,Zurück zur Fahreransicht
MsgDeliveryOrderWhichOrderDetailsWantToSee,Welche Bestelldetails möchten Sie einsehen?
MsgDeliveryOrderDetailsOrderInformation,Bestellinformation
MsgDeliveryOrderDetailsRouteDirections,Anweisungen zur Strecke
MsgDeliveryOrderDetailsReturnDirections,Anweisungen zur Rückfahrt
MsgDeliveryOrderDetailCustomerNameColon,Kunden Name:
MsgDeliveryOrderDetailPhoneHashColon,Telefonnummer:
MsgDeliveryOrderDetailDriverAssignedColon,Zugewiesener Fahrer:
MsgDeliveryOrderDetailEstimatedDeliveryTimeColon,Gesch. Lieferzeit:
MsgDeliveryOrderDetailUnnasignOnlyOwnOrdersWarningMessage,"Sie können nur die Zuweisung von Bestellungen rückgängig machen, die Ihnen zugewiesen wurden. Sonst können nur Manager Zuweisungen rückgängig machen."
MsgDeliveryOrderDetailAssignOrderToYourselfWarningMessage,Sie können nur Bestellungen sich selbst zuweisen. Nur der Manager kann an andere Mitarbeiter zuweisen.
MsgDeliveryDriversDriver,Fahrer
MsgDeliveryDriversTimeInOut,Zeitpunkt Eingang / Ausgang
MsgDeliveryDriversExpectedReturn,Erwartete Rückkehr
BtnDeliveryDriversOrdersAssigned,Bestellungen zuordnen
BtnDeliveryDriversShowClockedInDriversOnly,Nur angemeldete Fahrer anzeigen
BtnDeliveryDriversShowAllDrivers,Alle Fahrer anzeigen
MsgDeliveryDriversTimeOut,Ende
MsgDeliveryDriversTimeIdle,Leerlauf
MsgDeliveryDriverCheckOut,Bezahlen
MsgDeliveryDriverReturningNow,Kehrt jetzt zurück
MsgDeliveryOrderHistoryTenderType,Art der Ausschreibung
MsgDeliveryOrderHistoryCardInfo,KK-Nummer / Kartentyp / Geschenknummer
MsgDeliveryOrderHistoryCardInfoShort,KK Nr./Geschenkkarte Nr.
MsgDeliveryOrderHistoryPaymentAmountShort,Zahlungsbetrag
MsgDeliveryOrderHistoryTipAmountShort,Trinkgeldbetrag
MsgDeliveryOrderHistoryTotalPaid,Gesamtsumme Bezahlt
MsgDeliveryOrderHistoryDurationOut,Dauer
MsgDeliveryOrderHistoryOrderStatus,Bestellstatus
MsgDeliveryOrderHistoryDriverStatus,Fahrerstatus
BtnDeliveryDriversTillManagement,Kassen-Mgmt
BtnDeliveryDriversHistoryTotalPayments,Zahlungen Insgesamt
BtnDeliveryDriversHistoryOrderTotals,Bestell. Insg.
BtnDeliveryDriversHistoryTipEntry,Trinkgeld Eingang
MsgDeliveryDriversCashinOutTitle,Fahrer Bargeld Eingang / Ausgang
MsgDeliveryDriversChooseCashOperationMessage,"Bitte wählen Sie Bargeld Eingang oder Bargeld Ausgang, und geben Sie den Betrag ein"
BtnDeliveryDriversCashIn,Bargeld Eingang
BtnDeliveryDriversCashOut,Bargeld Ausgang
MsgDeliveryDriversEnterTotalMileage,Geben Sie die Gesamtkilometer der Lieferung ein
MsgDeliveryDriversEnterTotalKilometres,Geben Sie die gesamten Kilometer der Lieferung ein
MsgDeliveryDriversConfirmMileage,Bitte bestätigen Sie die Meilen
MsgDeliveryDriversConfirmKilometres,Bitte bestätigen Sie Ihre Kilometer
MsgDeliveryDriversConfirmCorrectMileage,"Falls diese richtig ist, tippen Sie bitte auf OK."
MsgDeliveryDriversConfirmIncorrectMileage,"Falls diese nicht richtig ist, geben Sie bitte die richtige Kilometerzahl ein."
MsgDeliveryDriversConfirmIncorrectKilometres,"Falls diese nicht richtig sind, geben Sie bitte die richtige Kilometerzahl ein."
MsgDeliveryDriversMilesTitle,Meilen
MsgDeliveryDriversKilometresTitle,Kilometer
MsgAdditionalOrdersAreReady,Zusatzbestellungen sind fast fertig. Möchten Sie diese mitnehmen?
MsgAdditionalOrdersCurrentOrder,Aktuelle Bestellung
MsgAdditionalOrdersOrderID,Bestellungs-ID:
MsgAdditionalOrdersReadyForDelivery,Zur Auslieferung bereit
MsgAdditionalOrdersDirections,Anweisungen:
MsgAdditionalOrdersReturnDirections,Anweisungen zur Rückfahrt
MsgAdditionalOrdersUpcomingOrder,Nächste Bestellung Nr.%d
MsgAdditionalOrdersWaitAndTravelTime,Wartezeit: %d Min. Reisezeit: %.0f Min.
MsgAdditionalOrdersAddToDelivery,Der Lieferung Hinzufügen
MsgAdditionalOrdersRemoveFromDelivery,Aus Lieferung Entfernen
MsgAdditionalOrdersDetails,Bestelldetails
MsgAdditionalOrdersDetailsMany,Bestelldetails [%d von %d]
MsgAdditionalOrdersItem,Artikel
MsgDeliveryOptimizationNotAvailable,Lieferungsoptimierung ist nicht verfügbar.
MsgDeliveryOrdersDirectionsTitle,Anweisungen:
MsgDeliveryOrdersEmailDirectionsTitle,E-Mail Anweisungen
MsgDeliveryOrdersPrintText,Möchten Sie diese Anweisungen per E-Mail versenden oder drucken?
MsgDeliveryOrdersDeliveryDirectionTitle,Lieferungsanweisungen
MsgDeliveryOrdersDirectionFetchFailedOrders,Keine Ergebnisse gefunden unter Verwendung der ausgewählten Reiseart für Bestellungen: %@.
MsgDeliveryOrdersDirectionFetchFailed,Keine Ergebnisse gefunden unter Verwendung der ausgewählten Reiseart
BtnDeliverySendOrderAndRouteInfo,Versenden der Bestell- & Streckeninfo
MsgDeliveryIncludeRouteDirections,Anweisungen zur Strecke anfügen
MsgDeliverySendOrderAndRouteInfoNoEmail,"Eine E-Mail Addresse ist erforderlich, um an den Fahrer anzuschreiben."
MsgDeliverySendOrderAndRouteInfoNoPhoneNo,"Eine Telefonnummer ist erforderlich, um SMS an den Fahrer zu versenden."
MsgDeliveryChangeDiningOptionClockOut,"Es ist nicht möglich, die Restaurant-Option zu ändern, wenn der Lieferfahrer bereits auf dem Weg ist."
MsgDeliveryAddressOutsideDeliveryZone,Addresse außerhalb der Lieferzone
MsgDeliveryAddressOutsideDeliveryZoneManagerPinToProceedMessage,"%@ Addresse liegt außerhalb der Lieferzone. Bitte geben Sie einen Manager Pincode ein, um fortzufahren."
MsgDeliveryAddressGeocodingFailedPinToProceedMessage,"Kundenanschrift kann nicht verifiziert werden, bitte prüfen Sie Ihre Internetverbindung. \nBitte geben Sie einen Manager Pincode ein, wenn Sie fortfahren möchten."
MsgDeliveryAddressInvalidErrorMessage,Diese Kundenaddresse ist ungültig.\nMöchten Sie die Addresse bearbeiten?
MsgDeliveryAddressInvalidErrorPleaseEditMessage,Diese Kundenadresse ist ungültig.\nBitte bearbeiten Sie die Adresse.
MsgDeliveryAddressIsNotSet,Diese Kundenaddresse ist ungültig.\nMöchten Sie die Addresse bearbeiten?
MsgDeliveryAddressIsNotSetPleaseSet,Diese Kundenadresse ist ungültig.\nBitte bearbeiten Sie die Adresse.
MsgDeliveryPinOptionsShow,Pin-Optionen zeigen
MsgDeliveryPinOptionsClose,Pin-Optionen schließen
MsgDeliveryManagementNoAccessPermissions,"Genehmigungen müssen eingestellt werden, damit ein Benutzer die Liefermanagement-Eigenschaft nutzen kann."
MsgDeliveryManagementInvalidSettingKeys,"Google Maps wurde nicht eingestellt. Bitte, wenden Sie sich an den Kundendienst."
MsgDeliveryAmountDueShort,Fälliger Betrag
MsgDeliveryCloseOpenOrders,Offene Bestellungen schließen?
MsgDeliveryCloseUppaidOrdersToCash,Unbezahlte Bestellungen als Barzahlung schließen?
MsgDeliveryTillsCashDrop,Kassenladen Management - Bargeldeinzahlung
MsgDeliveryOpenUnpaidOrderRemaining,Offene / unbezahlte ausstehende Bestellungen
MsgDeliveryOpenUnpaidOrderRemainingMessage,"Es gibt noch unbezahlte, offene Bestellungen.\n Bitte öffnen Sie diese Bestellungen und vollziehen Sie die Zahlungen."
MsgDeliveryOutstandingTips,Ausstehende Trinkgelder
MsgDeliveryOutstandingTipsMessage,Sie haben noch nicht alle Trinkgelder für Ihre Schicht eingegeben.\nTrinkgelder jetzt eingeben? (Sie werden an die Trinkgeldverarbeitung weitergeleitet).
BtnDeliveryEnterTips,Trinkgelder eingeben
BtnDeliveryDriverEndShift,Schicht beenden
MsgSalesSummaryDeliveryDriverShiftReport,Schichtbericht des Lieferfahrers
BtnDeliveryDriverRunSalesReport,Umsatzbericht laden
MsgDeliveryFailedToFetchReport,Abrufen des Berichts fehlgeschlagen. Bitte überprüfen Sie Ihre Internetverbindung und versuchen Sie es später erneut.
MsgDeliveryDriverHasUnsyncedData,Einige Ihrer %@ wurden noch nicht mit dem Server synchronisiert.
MsgDeliveryDriverHasUnsyncedDataProceedMessage,Dies kann den Umsatzbericht erheblich beeinflussen. Möchten Sie warten oder trotzdem den Bericht laden?
MsgDeliveryTillsOperations,Kassenaktivitäten
MsgDeliveryDriverNotClockedIn,Der Fahrer hat sich nicht über die Zeiterfassung angemeldet
MsgDeliveryVirtualTillsFailedToReceive,"Das Abrufen der Kassen vom Haupt iPad ist fehlgeschlagen. Bitte stellen Sie sicher, dass das Haupt iPad erreichbar ist und Sie eine funktionierende Internetverbindung haben."
MsgDeliveryEndShiftProcedureFailedToReceiveData,"Das Abrufen der Daten vom Haupt iPad ist fehlgeschlagen. Bitte stellen Sie sicher, dass das Haupt iPad erreichbar ist und Sie eine funktionierende Internetverbindung haben."
MsgDeliverySearchBarPlaceholder,"Bestell-IDs, Kundennamen"
MsgDeliveryDriverCheckedOut,Abgemeldet
MsgDeliveryDriverCheckedIn,Angemeldet
