LocaleIdentifier,RU
MsgPucnhhBankedRewardsPointsEarnedMessage,У вас есть запись.
MsgComoBenefitCanNotBeApplied,Карта не может быть привязана к заказу.
MsgPriceCheckerPlaceholder,Укажите критерии поиска
MsgPriceCheckerNotFound,Товар не найден
MsgEmailSendConfirmTitle,Подтверждение адреса эл. почты
MsgEmailSendConfirmMessage,Чек будет отправлен на следующий адрес эл. почты:
BtnEmailSendConfirmChangeEmail,Изменить адрес эл. почты
MsgReceiptlessReturnsReturns,Возвраты
MsgReceiptlessReturnsItemsHeader,Возврат без чека
MsgReceiptlessReturnsItemReturnedItems,Возвращенная(-ые) позиция(-и)
MsgReceiptlessReturnsItemQty,Кол-во
MsgReceiptlessReturnsItemInventory,Складские запасы
MsgReceiptlessReturnsItemReturn,Удалить
MsgReceiptlessReturnsItemSearchPlaceholder,Складские запасы
MsgReceiptlessReturnsItemTax,Налог
MsgReceiptlessReturnSummaryHeader,Сводка по возвратам
MsgReceiptlessReturnSummaryAttachCustomer,Добавить\nклиента
MsgReceiptlessReturnSummaryPrice,Цена
MsgReceiptlessReturnSummaryTotal,Итого:
MsgReceiptlessReturnSummaryCash,Наличные
MsgReceiptlessReturnSummaryStoreCredit,Кред. карта
MsgReceiptlessReturnSummaryPriceReturn,Возврат
MsgReceiptlessReturnSummarySetTenderType,Способ оплаты:
MsgReceiptlessReturnSummaryCustomer,Клиент:
MsgReceiptlessReturnSummaryPlaceholder,Укажите причину.
MsgReceiptlessReturnSummaryReturn,Возврат %@
MsgReceiptlessReturnReceiptItems,Возвращенные позиции
MsgReceiptlessReturnSpecifyReason,Укажите причину обмена.
MsgReceiptlessReturnCashReturnSuccessMessage,Выплатите клиенту
MsgReceiptlessReturnSuccessAddItemsGiftStoreCredit,Возврат обработан.  Добавьте позиции или подарочную карту к заказу.
MsgReceiptlessReturnSuccessAddItemsStoreCredit,Возврат обработан.  Добавьте позиции или подарочную карту к заказу.
MsgReceiptlessReturnSwitchYes,ДА
MsgReceiptlessReturnSwitchNo,НЕТ
MsgReceiptlessReturnSearchingSN,Поиск...
MsgReceiptlessReturnCantFindSN,На складе не найдены продукты с указанным серийным номером.
MsgReceiptlessReturnPurchaseAmountMessage,"Стоимость обмениваемых товаров превышает сумму покупки. Добавьте позиции, чтобы использовать остаток суммы."
MsgWelcomeDemoConfig,Приложение загрузит демоконфигурацию. Ваш пользовательский пинкод будет отправлен на адрес %@.
MsgScrOrderPreAuthOrder,Предавторизован
MsgScrOrderPreAuthOrderDue,Предавторизация
MsgScrOrderPreAuthWithAnotherCard,Заказ уже прошел предавторизацию. Сначала отмените текущую операцию предавторизации.
MsgScrOrderPreAuthChooseSeat,Заказ уже прошел предавторизацию.\nПримените предавторизацию в отношении одного из гостей.
MsgScrOrderPreAuthChooseBill,Заказ уже прошел предавторизацию.\nПримените предавторизацию в отношении одного из счетов.
MsgScrOrderPreAuthChooseBillTitle,Предавторизованный заказ
MsgScrOrderPreAuthAmount,Сумма для предавторизации
MsgPrePaymentNotSupportedOffline,Предавторизация не поддерживается в автономном режиме.
MsgPrePaymentProcessorNotSupported,Обработчик кредитных карт не поддерживает операции предавторизации.
MsgBatchPreAuthOrderShouldBeFinalized,"Платеж не может быть обработан, потому-что заказ не завершен.\nПожалуйста, завершите заказ."
MsgBatchPreAuthOrderProceedCapture,Продолжить?
MsgMovePreAuthPaymnet,Выберите
MsgMovePreAuthPaymnetFailedCancel,Не удалось отменить операцию предавторизации.\n Заказ №%@ все еще открыт.
MsgPreAuthConfirmCancel,"Вы уверены, что хотите отменить заказ?"
MsgPreAuthTableNOEmptyTable,Нет свободных столиков.
MskQuickCourseAndSeatEnterCourseCount,Укажите кол-во блюд
MskQuickCourseAndSeatEnterSeatCount,Укажите кол-во гостей
MsgQuickCourseAndSeatManual,Ручной ввод
MsgDeliveryConsoleOrderQueueTitle,Консоль заказов на доставку — очередь заказов
MsgDeliveryConsoleMapViewTitle,Консоль заказов на доставку — карта
MsgDeliveryConsoleDriversViewTitle,Консоль заказов на доставку — водители
MsgDeliveryConsoleOrderHistoryViewTitle,Консоль заказов на доставку — история очереди заказов
MsgDeliveryConsoleDriverHistoryViewTitle,Консоль заказов на доставку — история по водителям
MsgDeliveryConsoleDriverExpandedMapViewTitle,Консоль заказов на доставку — развернутая карта
MsgDeliveryCouldNotResolveHomeLocation,Не удалось определить местоположение POS-станции. Проверьте адрес организации в настойках сервера.
MsgDeliveryTimeSinceOrdered,Время с момента\nзаказа
MsgDeliveryStatus,Статус водителя
MsgDeliveryOrderDeliveryStatusReady,Готов
MsgDeliveryOrderDeliveryStatusCooking,Готовится
MsgDeliveryOrderDeliveryStatusAssigned,Назначен
MsgDeliveryOrderDeliveryStatusEnroute,В пути
MsgDeliveryOrderDeliveryStatusRequested,Запрос
MsgDeliveryOrderDeliveryStatusAccepted,Одобрен
MsgDeliveryOrderDeliveryStatusInTransit,В пути
MsgDeliveryOrderDeliveryStatusUnassigned,Не назначен
MsgDeliveryOrderDeliveryStatusDelivered,Доставлено
MsgDeliveryOrderDeliveryStatusReturning,Возвращаются
MsgDeliveryOrderDeliveryStatusReturned,возвращенный
MsgDeliveryOrderDeliveryStatusUnableToReturn,Невозможно \n Возвратить
MsgDeliveryOrderDeliveryStatusUnknown,Неизвестно
MsgDeliveryOrderDeliveryEstimatedDelivery,Прибл. время дост.:
MsgDeliveryOrderUnpaidTitle,Неоплаченные
MsgDeliveryMinutesShort,мин.
MsgDeliveryHourShort,часов
MsgDeliverySeeAllOrders,Показать все заказы
MsgDeliveryPinsShowTitle,Показать маркеры
MsgDeliveryMapReadytime,Время готовности
MsgDeliveryMapDistance,Расстояние
MsgDeliveryMapWorkLocationTitle,Работа
MsgDeliveryMapTotalRouteTime,Общее время в пути:
MsgDeliveryMapLinks,Ссылки на карту
MsgDeliveryAssignSelectedOrders,Назначить выбранные заказы
MsgDeliveryMapMarkerReadyToGo,Готов к отправке
MsgDeliveryMapMarkerNotYetReady,Еще не готов
MsgDeliveryMapMarkerReadyIn,Будет готов через %@
MsgDeliveryMapSuggestedOrders,Предлагаемые заказы
MsgDeliveryMapSeeDeliveryZone,Посмотреть территорию доставки
MsgDeliveryMapButtonOptionOn,Вкл.
MsgDeliveryMapButtonOptionOff,Выкл.
MsgDeliverySelectDriverTitle,Выберите водителя.
MsgDeliveryDeliveryDriversTitle,Водитель-курьер:
BtnDeliveryAssignDriver,Назначить
BtnDeliveryUnassignDriver,Отменить назначение
BtnDeliveryOrderHistory,История по заказам
BtnDeliveryOrderMap,Карта
BtnDeliveryOrderQueue,Очередь заказов
BtnDeliveryOrderDrivers,Водители
BtnDeliveryOrderDriverHistory,История по водителям
MsgDeliveryOrderDetailsAddresses,Адреса
BtnDeliveryBackToOrderQueue,Возвратиться к очереди заказов
BtnDeliveryBackToDriversView,Вернуться к виду водителя
MsgDeliveryOrderWhichOrderDetailsWantToSee,"Выберите заказ, детали которого вы хотите просмотреть."
MsgDeliveryOrderDetailsOrderInformation,Информация по заказу
MsgDeliveryOrderDetailsRouteDirections,Маршрут
MsgDeliveryOrderDetailsReturnDirections,Обратный маршрут
MsgDeliveryOrderDetailCustomerNameColon,Имя клиента:
MsgDeliveryOrderDetailPhoneHashColon,Тел.:
MsgDeliveryOrderDetailDriverAssignedColon,Назначенный водитель:
MsgDeliveryOrderDetailEstimatedDeliveryTimeColon,Прибл. время доставки:
MsgDeliveryOrderDetailUnnasignOnlyOwnOrdersWarningMessage,"Вы можете отменить назначение только для заказов, назначенных вам. Только менеджер может отменять назначение любого заказа."
MsgDeliveryOrderDetailAssignOrderToYourselfWarningMessage,Вы можете назначать заказы только себе. Только менеджер может назначать заказы другим сотрудникам.
