LocaleIdentifier,QA
MsgComoArchived,ЖArchived
MsgComoUnavailable,ЖUnavailable
MsgPriceCheckerPlaceholder,ЖEnter Search Term
MsgPriceCheckerNotFound,ЖProduct Not Found
MsgEmailSendConfirmYourEmailTitle,ЖConfirm Your Email
MsgEmailSendConfirmTitle,ЖEmail Confirm
MsgEmailSendConfirmMessage,ЖYour receipt will be sent to the following email address:
BtnEmailSendConfirmChangeEmail,ЖChange email
MsgReceiptlessReturnsReturns,ЖReturns
MsgReceiptlessReturnsItemsHeader,ЖReceiptless Return
MsgReceiptlessReturnsItemReturnedItems,ЖReturned Item(s)
MsgReceiptlessReturnsItemQty,ЖQty.
MsgReceiptlessReturnsItemInventory,ЖInventory
MsgReceiptlessReturnsItemReturn,ЖRemove
MsgReceiptlessReturnsItemSearchPlaceholder,ЖInventory
MsgReceiptlessReturnsItemTax,ЖTax
MsgReceiptlessReturnSummaryHeader,ЖReturn Summary
MsgReceiptlessReturnSummaryAttachCustomer,ЖAttach a\nCustomer
MsgReceiptlessReturnSummaryPrice,ЖPrice
MsgReceiptlessReturnSummaryTotal,ЖTotal:
MsgReceiptlessReturnSummaryCash,ЖCash
MsgReceiptlessReturnSummaryStoreCredit,ЖStore\nCredit
MsgReceiptlessReturnSummaryPriceReturn,ЖReturn
MsgReceiptlessReturnSummarySetTenderType,ЖTender Type:
MsgReceiptlessReturnSummaryCustomer,ЖCustomer:
MsgReceiptlessReturnSummaryPlaceholder,ЖEnter Reason
MsgReceiptlessReturnSummaryReturn,ЖReturn %@
MsgReceiptlessReturnReceiptItems,ЖReturned Items
MsgReceiptlessReturnSpecifyReason,ЖSpecify Reason for Return
MsgReceiptlessReturnCashReturnSuccessMessage,ЖPlease pay customer
MsgReceiptlessReturnSuccessAddItemsGiftStoreCredit,"ЖReturn processed.  Please add items, a gift card or store credit to the order."
MsgReceiptlessReturnSuccessAddItemsStoreCredit,ЖReturn processed.  Please add items or a store credit to the order.
MsgReceiptlessReturnSwitchYes,ЖYES
MsgReceiptlessReturnSwitchNo,ЖNO
MsgReceiptlessReturnSearchingSN,ЖSearching...
MsgReceiptlessReturnCantFindSN,ЖNo product matching serial number in inventory.
MsgReceiptlessReturnPurchaseAmountMessage,ЖReturn value exceeds the purchase amount. Please add items to use the remaining funds.
MsgSandiskEnterID,ЖEnter your ID
MsgSandiskWrongID,ЖInvalid ID
MsgSandiskAuthenticating,ЖAuthenticating...
MsgSandiskAuthenticationFailed,ЖAuthentication failed. Please try again.
MsgSandiskAnyProductOverflow,ЖEmployee is only allowed to purchase a total of %d item(s) in the past %d days. They may purchase %d more item(s) as they have already purchased %d these past %d days.
MsgSandiskEachProductOverflow,ЖEmployee is only allowed to purchase %@ product %d times in the past %d days. They may purchase only %d more of %@ item.
MsgSandiskScanID,ЖScan your ID
MsgSandiskValidating,ЖValidating...
MsgSandiskValidationFailed,ЖValidation failed. Please retry.
MsgWelcomeDemoConfig,ЖApplication will now load demo configuration. Your user PIN will be sent to %@.
MsgScrOrderPreAuthOrder,ЖPre-Authorized
MsgScrOrderPreAuthOrderDue,ЖPreAuth
MsgScrOrderPreAuthWithAnotherCard,ЖOrder is already pre-authorized. Please cancel current pre-authorization first.
MsgScrOrderPreAuthChooseSeat,ЖThis order is pre-authorized.\n Please apply the pre-authorization to one of the seats.
MsgScrOrderPreAuthChooseBill,ЖThis order is pre-authorized.\n Please apply the pre-authorization to one of the bills.
MsgScrOrderPreAuthChooseBillTitle,ЖPre-Authorized Order
MsgScrOrderPreAuthAmount,ЖPreauthorization Amount
MsgPrePaymentNotSupportedOffline,ЖPreAuthorization Service is not supported in offline mode.
MsgPrePaymentProcessorNotSupported,ЖCredit card processor does not support pre-auth transactions.
MsgBatchPreAuthOrderShouldBeFinalized,ЖPayment cannot be captured due to non-finalized order.\nPlease finalize the order.
MsgBatchPreAuthOrderProceedCapture,ЖDo you want to proceed?
MsgMovePreAuthPaymnet,ЖPlease choose which pre-authorization you wish to keep.
MsgMovePreAuthPaymnetFailedCancel,ЖFailed to cancel PreAuth transaction\n Order #%@ is still open.
MsgPreAuthConfirmCancel,ЖAre you sure want to cancel pre-authorization?
MsgPreAuthTableNOEmptyTable,ЖNo Empty Tables
MsgBocaPrinterSettings,ЖBoca Ticket Printer Settings
BtnGetStatus,ЖGet Status
BtnPrintTestTicket,ЖPrint Test Ticket
BtnSelectImage,ЖSelect Image
MsgTicketStringPresenting,ЖPresenting
MsgTicketStringScreen,ЖScreen
MsgTicketStringRating,ЖRating
MsgTicketStringRetainStub,ЖPLEASE RETAIN THIS STUB
MsgTicketStringStartTime,ЖTime
MsgCidCallerIdManager,ЖIncoming Calls
MsgCidIncomingCall,ЖIncoming Call
MsgCidLoginToProcess,ЖLogin to Process
MsgCidHoldOrder,ЖHold Order
MsgCidPastCalls,ЖPast Calls
MsgCidSearchInstructions,"ЖSearch by Date, Caller Name, Ref Number or Email"
MsgCidDate,ЖDate
MsgCidTime,ЖTime
MsgCidName,ЖName
MsgCidPhoneNumber,ЖPhone Number
MsgCidCity,ЖCity
MsgCidState,ЖState
MsgCidZip,ЖZip
MskQuickCourseAndSeatEnterCourseCount,ЖEnter Course Count
MskQuickCourseAndSeatEnterSeatCount,ЖEnter Seat Count
MsgQuickCourseAndSeatManual,ЖManual
MsgDeliveryConsoleOrderQueueTitle,ЖDelivery Console - Orders Queue View
MsgDeliveryConsoleMapViewTitle,ЖDelivery Console - Map View
MsgDeliveryConsoleDriversViewTitle,ЖDelivery Console - Drivers View
MsgDeliveryConsoleOrderHistoryViewTitle,ЖDelivery Console - Order History View
MsgDeliveryConsoleDriverHistoryViewTitle,ЖDelivery Console - Driver History View
MsgDeliveryConsoleDriverExpandedMapViewTitle,ЖDelivery Console - Expanded Map View
MsgDeliveryCouldNotResolveHomeLocation,ЖCould not resolve POS location. Please check your establishment address in backend settings.
MsgDeliveryTimeSinceOrdered,ЖTime Since\nOrdered
MsgDeliveryStatus,ЖDelivery Status
MsgDeliveryOrderDeliveryStatusReady,ЖReady
MsgDeliveryOrderDeliveryStatusCooking,ЖCooking
MsgDeliveryOrderDeliveryStatusAssigned,ЖAssigned
MsgDeliveryOrderDeliveryStatusEnroute,ЖEnroute
MsgDeliveryOrderDeliveryStatusRequested,ЖRequested
MsgDeliveryOrderDeliveryStatusAccepted,ЖAccepted
MsgDeliveryOrderDeliveryStatusInTransit,ЖIn Transit
MsgDeliveryOrderDeliveryStatusUnassigned,ЖUnassigned
MsgDeliveryOrderDeliveryStatusDelivered,ЖDelivered
MsgDeliveryOrderDeliveryStatusReturning,ЖReturning
MsgDeliveryOrderDeliveryStatusReturned,ЖReturned
MsgDeliveryOrderDeliveryStatusUnableToReturn,ЖUnable to\nReturn
MsgDeliveryOrderDeliveryStatusUnableToDeliver,ЖUnable to\nDeliver
MsgDeliveryOrderDeliveryStatusAbandoned,ЖAbandoned
MsgDeliveryOrderDeliveryStatusUnknown,ЖUnknown
MsgDeliveryOrderDeliveryEstimatedDelivery,ЖEst. Del:
MsgDeliveryOrderUnpaidTitle,ЖUnpaid
MsgDeliveryMinutesShort,ЖMin
MsgDeliveryHourShort,ЖHour
MsgDeliverySeeAllOrders,ЖSee All Orders
MsgDeliveryPinsShowTitle,ЖPins Show
MsgDeliveryMapReadytime,ЖReadytime
MsgDeliveryMapDistance,ЖDistance
MsgDeliveryMapWorkLocationTitle,ЖWork
MsgDeliveryMapTotalRouteTime,ЖTotal Route Time:
MsgDeliveryMapLinks,ЖMap Links
MsgDeliveryAssignSelectedOrders,ЖAssign Selected Orders
MsgDeliveryMapMarkerReadyToGo,ЖReady to Go
MsgDeliveryMapMarkerNotYetReady,ЖNot Yet Ready
MsgDeliveryMapMarkerReadyIn,ЖReady in %@
MsgDeliveryMapSuggestedOrders,ЖSuggested Orders
MsgDeliveryMapSeeDeliveryZone,ЖSee Delivery Zone
MsgDeliveryMapButtonOptionOn,ЖON
MsgDeliveryMapButtonOptionOff,ЖOFF
MsgDeliverySelectDriverTitle,ЖSelect a Driver
BtnDeliveryAssignDriver,ЖAssign
BtnDeliveryUnassignDriver,ЖUnassign
BtnDeliveryOrderHistory,ЖOrder History
BtnDeliveryOrderMap,ЖMap
BtnDeliveryOrderQueue,ЖOrder Queue
BtnDeliveryOrderDrivers,ЖDrivers
BtnDeliveryOrderDriverHistory,ЖDriver History
MsgDeliveryOrderDetailsAddresses,ЖAddresses
BtnDeliveryBackToOrderQueue,ЖBack to Order Queue
BtnDeliveryBackToDriversView,ЖBack to Drivers View
MsgDeliveryOrderWhichOrderDetailsWantToSee,ЖWhich order's details do you wish to see?
MsgDeliveryOrderDetailsOrderInformation,ЖOrder Information
MsgDeliveryOrderDetailsRouteDirections,ЖRoute Directions
MsgDeliveryOrderDetailsReturnDirections,ЖReturn Directions
MsgDeliveryOrderDetailCustomerNameColon,ЖCust. Name:
MsgDeliveryOrderDetailPhoneHashColon,ЖPhone #:
MsgDeliveryOrderDetailDriverAssignedColon,ЖDriver Assigned:
MsgDeliveryOrderDetailEstimatedDeliveryTimeColon,ЖEst. Delivery Time:
MsgDeliveryOrderDetailUnnasignOnlyOwnOrdersWarningMessage,ЖYou can only unnassign orders assigned to yourself. Only manager can unnassign any order.
MsgDeliveryOrderDetailAssignOrderToYourselfWarningMessage,ЖYou can only assign orders to yourself. Only manager can assign to other employees.
MsgDeliveryDriversDriver,ЖDriver
MsgDeliveryDriversTimeInOut,ЖTime In / Out
MsgDeliveryDriversExpectedReturn,ЖExpected Return
BtnDeliveryDriversOrdersAssigned,ЖOrders Assigned
BtnDeliveryDriversShowClockedInDriversOnly,ЖShow Clocked In Drivers Only
BtnDeliveryDriversShowAllDrivers,ЖShow All Drivers
MsgDeliveryDriversTimeOut,ЖOut
MsgDeliveryDriversTimeIdle,ЖIdle
MsgDeliveryDriverCheckOut,ЖCheck Out
MsgDeliveryDriverReturningNow,ЖReturning Now
MsgDeliveryOrderHistoryTenderType,ЖTender Type
MsgDeliveryOrderHistoryCardInfo,ЖCC#/Card Type/Gift#
MsgDeliveryOrderHistoryCardInfoShort,ЖCC#/Gift#
MsgDeliveryOrderHistoryPaymentAmountShort,ЖPayment Amt.
MsgDeliveryOrderHistoryTipAmountShort,ЖTip Amt.
MsgDeliveryOrderHistoryTotalPaid,ЖTotal Paid
MsgDeliveryOrderHistoryDurationOut,ЖDuration Out
MsgDeliveryOrderHistoryOrderStatus,ЖOrder Status
MsgDeliveryOrderHistoryDriverStatus,ЖDriver Status
BtnDeliveryDriversTillManagement,ЖTill Mgmt
BtnDeliveryDriversHistoryTotalPayments,ЖTotal Payments
BtnDeliveryDriversHistoryOrderTotals,ЖOrder Totals
BtnDeliveryDriversHistoryTipEntry,ЖTip Entry
MsgDeliveryDriversCashinOutTitle,ЖDriver Cash In / Out
MsgDeliveryDriversChooseCashOperationMessage,"ЖPlease choose Cash In or Cash Out, and enter the Amount"
BtnDeliveryDriversCashIn,ЖCash In
BtnDeliveryDriversCashOut,ЖCash Out
MsgDeliveryDriversEnterTotalMileage,ЖEnter Total Mileage of Delivery
MsgDeliveryDriversEnterTotalKilometres,ЖEnter Total Kilometres of Delivery
MsgDeliveryDriversConfirmMileage,ЖPlease confirm your Mileage
MsgDeliveryDriversConfirmKilometres,ЖPlease confirm your Kilometres
MsgDeliveryDriversConfirmCorrectMileage,"ЖIf correct, please tap OK."
MsgDeliveryDriversConfirmIncorrectMileage,"ЖIf incorrect, please enter the correct mileage."
MsgDeliveryDriversConfirmIncorrectKilometres,"ЖIf incorrect, please enter the correct kilometres."
MsgDeliveryDriversMilesTitle,ЖMiles
MsgDeliveryDriversKilometresTitle,ЖKilometres
MsgAdditionalOrdersAreReady,ЖAdditional orders are almost ready. Would you like to take them with you?
MsgAdditionalOrdersCurrentOrder,ЖCurrent Order
MsgAdditionalOrdersOrderID,ЖOrder ID:
MsgAdditionalOrdersReadyForDelivery,ЖReady for Delivery
MsgAdditionalOrdersDirections,ЖDirections:
MsgAdditionalOrdersReturnDirections,ЖReturn Directions
MsgAdditionalOrdersUpcomingOrder,ЖUpcoming Order #%d
MsgAdditionalOrdersWaitAndTravelTime,ЖWait Time: %d min. Travel time: %.0f min.
MsgAdditionalOrdersAddToDelivery,ЖAdd To Delivery
MsgAdditionalOrdersRemoveFromDelivery,ЖRemove From Delivery
MsgAdditionalOrdersDetails,ЖOrder Details
MsgAdditionalOrdersDetailsMany,ЖOrder Details [%d of %d]
MsgAdditionalOrdersItem,ЖItem
MsgDeliveryOptimizationNotAvailable,ЖDelivery optimization isn't available.
MsgDeliveryOrdersDirectionsTitle,ЖDirections
MsgDeliveryOrdersEmailDirectionsTitle,ЖEmail Directions
MsgDeliveryOrdersPrintText,ЖWould you like to email orders info with directions?
MsgDeliveryOrdersDeliveryDirectionTitle,ЖDelivery Directions
MsgDeliveryOrdersDirectionFetchFailedOrders,ЖNo results found using selected travel type for orders: %@.
MsgDeliveryOrdersDirectionFetchFailed,ЖNo results found using selected travel type
BtnDeliverySendOrderAndRouteInfo,ЖSend Order & Route Info
MsgDeliveryIncludeRouteDirections,ЖInclude route directions
MsgDeliverySendOrderAndRouteInfoNoEmail,ЖAn email is required for emailing Drivers.
MsgDeliverySendOrderAndRouteInfoNoPhoneNo,ЖA Phone # is required for texting Drivers.
MsgDeliveryChangeDiningOptionClockOut,ЖIt is not possible to change dining option if delivery driver has already checked out.
MsgDeliveryAddressOutsideDeliveryZone,ЖAddress outside of Delivery Zone
MsgDeliveryAddressOutsideDeliveryZoneManagerPinToProceedMessage,Ж%@ address is outside of the Delivery Zone. Please input a manager pin code to proceed.
MsgDeliveryAddressGeocodingFailedPinToProceedMessage,"ЖCustomer Address cannot be verified, please check your internet connection.\nPlease input a manager pin code if you want to proceed."
MsgDeliveryAddressInvalidErrorMessage,ЖThis customer's address is invalid.\nWould you like to edit the Address?
MsgDeliveryAddressInvalidErrorPleaseEditMessage,ЖThis customer's address is invalid.\nPlease edit the address.
MsgDeliveryAddressIsNotSet,ЖThis customer does not have delivery address set.\nWould you like to edit the Address?
MsgDeliveryAddressIsNotSetPleaseSet,ЖThis customer does not have delivery address set.\nPlease set the delivery address.
MsgDeliveryPinOptionsShow,ЖShow Pin Options
MsgDeliveryPinOptionsClose,ЖClose Pin Options
MsgDeliveryManagementNoAccessPermissions,ЖPermissions must be set for a User to access the Delivery Management feature.
MsgDeliveryManagementInvalidSettingKeys,ЖGoogle Maps keys are not set up. Please contact support for assistance.
MsgDeliveryAmountDueShort,ЖAmt. Due
MsgDeliveryCloseOpenOrders,ЖClose open orders?
MsgDeliveryCloseUppaidOrdersToCash,ЖClose unpaid orders to Cash?
MsgDeliveryTillsCashDrop,ЖCash Drop
MsgDeliveryOpenUnpaidOrderRemaining,ЖOpen / Unpaid Orders Remaining
MsgDeliveryOpenUnpaidOrderRemainingMessage,ЖThere are orders still open that are also unpaid.\n Please open these orders and submit payments.
MsgDeliveryOutstandingTips,ЖOutstanding Tips
MsgDeliveryOutstandingTipsMessage,ЖYou have not entered all tips for your shift.\nEnter tips now? (You will be taken to Tip Processing).
BtnDeliveryEnterTips,ЖEnter Tips
BtnDeliveryDriverEndShift,ЖEnd Shift
MsgSalesSummaryDeliveryDriverShiftReport,ЖDelivery Driver Shift Report
BtnDeliveryDriverRunSalesReport,ЖRun Sales Report
MsgDeliveryFailedToFetchReport,ЖFailed to fetch report. Please check your internet connection and retry later.
MsgDeliveryDriverHasUnsyncedData,ЖSome of your %@ have not synced to the server.
MsgDeliveryDriverHasUnsyncedDataProceedMessage,ЖThis could greatly affect the sales report. Do you want to wait or run report anyway?
MsgDeliveryTillsOperations,ЖTills operations
MsgDeliveryDriverNotClockedIn,ЖDriver is not clocked in
MsgDeliveryVirtualTillsFailedToReceive,ЖFailed to fetch tills from Main iPad. Please make sure main iPad is reachable and you have working internet connection.
MsgDeliveryEndShiftProcedureFailedToReceiveData,ЖFailed to fetch data from Main iPad. Please make sure main iPad is reachable and you have working internet connection.
MsgDeliverySearchBarPlaceholder,"ЖOrder IDs, Customer Names"
MsgDeliveryDriverCheckedOut,ЖChecked Out
MsgDeliveryDriverCheckedIn,ЖChecked In
MsgDeliveryOrderDetailsTransportDrive,ЖDrive
MsgDeliveryOrderDetailsTransportWalk,ЖWalk
MsgDeliveryOrderDetailsTransportBike,ЖBike
MsgDeliveryMapMultipleOrderSelectionTitle,ЖSelect Orders for Delivery at this location
MsgDeliveryOrderCannotBeAutomaticallyClosed,ЖOrder has split bills and cannot be automatically closed
MsgDeliveryOrdersCannotBeAutomaticallyClosed,ЖOrder(s) %@ have split bills and cannot be automatically closed
MsgScrOrderSetTillNotSetToCloseOrdersToCash,ЖThe till must be set to close orders to cash.
BtnCustomDeliverySettings,ЖDelivery Settings
MsgCustomDeliveryAutoAssignToDeliveryService,ЖAuto-Assign to Delivery Service
MsgCustomDeliveryAutoAssign,ЖAuto\nAssign?
MsgCustomDeliveryOrderShouldBePaid,ЖOrder %@ should be fully paid for %@ delivery
MsgCustomDeliveryWaitingForStatus,ЖWaiting for %@ delivery status
MsgCustomDeliveryWaitingForQuote,ЖWaiting for %@ delivery quote
BtnOverrideAndAssign,ЖOverride and assign order
MsgCustomDeliveryRetrievingAccessToken,ЖRetrieving %@ access token...
MsgCustomDeliveryWaitingForCancellation,ЖWaiting for %@ delivery cancellation
MsgCustomDeliveryWaitingForDeliveryResponse,ЖWaiting for %@ delivery response
MsgCustomDeliveryCancellation,Ж%@ Delivery Cancellation
MsgCustomDeliveryDoYouWantToCancelDelivery,ЖDo you wish to proceed with cancellation?
MsgCustomDeliveryUnableToRetrieveAccessToken,ЖUnable to retrieve %@ access token
MsgCustomDelivery,Ж%@ delivery
MsgCustomDeliveryLargeQuoteTitle,ЖLarge %@ Quote
MsgCustomDeliveryQuoteExceededTitle,Ж%@ Quote Limit Exceeded
MsgCustomDeliveryLargeQuote,"ЖThis order has a delivery quote of %@, which has exceeded the threshold of %@.\n\nYou may choose to assign this order regardless, or you may cancel this assignment."
MsgCustomDeliveryQuoteExceeded,"ЖThe quote for this order is %@, which has exceeded the limit of %@ for %@ delivery set by this merchant.\n\nThis limit can be modified through settings in the Management Console."
MsgCustomDeliveryDriverInfoHeader,Ж%@ Driver Info - Order %@
MsgCustomDeliveryViewDriverInfo,ЖView %@ Driver Info
MsgCustomDeliveryOrderAlreadyAccepted,ЖThis order has already been accepted by an %@ driver. Cancelling this pickup may still result in charges for the merchant.
MsgCustomDeliveryQuoteFee,Ж%@ Quote Fee:
MsgCustomDeliveryService,ЖDelivery\nService
MsgCustomDeliveryServiceFee,Ж%@ Service Fee
MsgCustomDeliveryAssign,ЖAssign to %@?
MsgCustomDeliveryAutoAssignBy,ЖAuto-Assign Delivery by:
MsgCustomDeliveryBufferOrdersBy,ЖBuffer orders by:
MsgCustomDeliveryMinutes,ЖMinutes
MsgCustomSettingsPrepTime,ЖPrep Time
MsgCustomSettingsKDS,ЖKDS
MsgCustomSettingsManual,ЖManual
BtnCustomSettingsSaveClose,ЖSave&Close
MsgCustomDeliveryUberRush,ЖUberRUSH
MsgCustomDeliveryUberDriverInfo,ЖName: \nPhone: \nMake/Model:\nPlate#:
MsgCustomDeliveryUberPickupRejection,ЖUber Pickup Rejection
MsgCustomDeliveryUberPickupWasRejected,ЖYour previously accepted delivery request has been rejected by an UberRUSH driver. Please wait for a new driver to accept your delivery request.
MsgCustomDeliveryPostmates,ЖPostmates
MsgCustomDeliveryPostmatesDriverInfo,ЖName: \nPhone: \nVehicle type:
MsgEditModeEditItemMode,ЖManage Item Mode
MsgEditModeTapProduct,ЖTap a product to manage its information.
MsgEditModeDescription,ЖDescription
MsgEditModeDescriptionShort,ЖDesc.
MsgEditModeSKU,ЖSKU
MsgEditModeBin,ЖBin
MsgEditModeUOM,ЖUOM
MsgEditModePriceEmbedded,ЖPrice Embedded
MsgEditModePrintLabels,ЖPrint Labels
MsgEditModeCategory,ЖCategory
MsgEditModeSubcategory,ЖSubcategory
MsgEditModeBalance,ЖBalance
MsgEditModeComboWarning,ЖThe items contained within this combo must be managed individually.
MsgEditModeServiceItemWarning,ЖServices can't have stock
MsgEditModeAdminClassItemWarning,ЖThe inventory of the item with admin class can't be handled
MsgEditModeOutOfBalance,ЖQuantity is out of balance.
BtnEditModeInStock,ЖIn Stock
BtnEditModeOutOfStock,ЖOut of Stock
BtnEditModeLowStock,ЖSet Stock
MsgEditModeAddProduct,ЖAdd Product
MsgEditModeAddCategory,ЖAdd Category
MsgEditModeAddSubCat,ЖAdd SubCat.
MsgEditModeSaveSuccessful,ЖSave Successful
MsgEditModeOnceYouHaveFinished,ЖPlease refresh other stations to distribute the change(s)
MsgEditModeInvalidBarcode,ЖBarcode should be between 4 and 16 characters
MsgEditModeSaveFailed,ЖSave Failed
MsgEditModeSaveImageOnBeFailed,ЖThere are some issues with uploading the photo to the server.\nThe image has not been updated.
MsgEditModeNewProduct,ЖNew Product
MsgEditModePleaseSelectProductClass,ЖPlease select a product class
MsgEditModeSelectProductClass,ЖSelect a Product Class
MsgEditModeNothingToSelect,ЖNothing to select
MsgEditModeIssuesToRetriveProductClasses,ЖThere are some network issues to retrieve Product Classes from backend
MsgEditModePleaseSelectaParentProduct,ЖPlease select a Parent Product
MsgEditModeMatrixOptions,ЖMatrix Options
MsgEditModeCreateNewParentProduct,ЖCreate New Parent Product
MsgEditModeParentProduct,ЖParent Product
MsgEditModeNewParent,Ж+New Parent
MsgEditModeParent,ЖParent
MsgEditModeChild,ЖChild
MsgEditModeProductNameOrBarcode,ЖProduct Name or Barcode
MsgEditModeSelectaClass,ЖSelect a class
MsgEditMode1stAttributeSet,Ж1st Attribute Set
MsgEditMode2ndAttributeSet,Ж2nd Attribute Set
MsgEditModePleaseSelect,ЖPlease select
MsgEditModeOptional,ЖOptional
MsgEditModeProductExists,ЖA product with this set of attribute(s) already exists.
MsgEditModeNewParentProductSaving,ЖNew Parent Product Saving
MsgEditModeNewParentProductSaved,ЖNew parent product is saved successfully
