LocaleIdentifier,PL
MsgDOMTOTALREFUNDED,ŁĄCZNIE ZWRÓCONE KOSZTY
MsgDOMVOIDED,UNIEWAŻNIONO
MsgDOMRETURNED,ZWRÓCONO
MsgDOMCOMPS,GRATISY
MsgDOMVOIDEDPAYMENTS,UNIEWAŻNIONE PŁATNOŚCI
MsgDOMREFUNDEDPAYMENTS,ZWRÓCONEÍ PŁATNOŚCI
MsgDOMVOIDEDTRANSACTION,UNIEWAŻNIONA TRANSAKCJA
MsgDOMREFUNDEDTRANSACTION,ZWROT KOSZTÓW TRANSAKCJI
MsgDOMCourse,Danie
MsgDOMItemToGo,[Pozycja na wynos]
MsgDOMNO,NIE
MsgDOMDeliveryDate,Data dostawy
MsgDOMWaitingfor,Oczekiwanie na
MsgDOMUser,Użytkownik
MsgDOMPAYINRECEIPT,RACHUNEK DLA WPŁATY
MsgDOMDrawerNumber,Numer szuflady
MsgDOMReason,Przyczyna
MsgDOMPAYOUTRECEIPT,RACHUNEK DLA WYPŁATY
MsgDOMFireCourse,Aktywuj danie %d
MsgDOMGiftCard,Karta podarunkowa
MsgDOMCustPaid,Opł. przez klienta
MsgDOMCustChange,Reszta dla klienta
MsgDOMTrans,Trans.
MsgDOMCard,Karta
MsgDOMCUTHERE,ODETNIJ TUTAJ
MsgDOMTotalOutst,Zaległe łącz.
MsgDOMREFUNDED,ZWRÓCONO KOSZTY
MsgDOMBREAKDOWN,PODZIAŁ
MsgDOMCouldntBeAuth, dla transakcji %@ autoryzacja pełnej kwoty nie jest możliwa.
MsgDOMCollectedSomeCouldnt,%.2f zostało zebranych: %.2f nie mogły zostać zebrane.
MsgDOMCaptureStatus,Status przechwytywania
MsgDOMTRAININGMODE,TRYB SZKOLENIA
MsgREPRINT,DRUKUJ PONOWNIE
MsgCouponsError,Błąd
MsgCouponInvalidCoupon,Nieprawidłowy kupon
MsgCouponScanCoupon,Zeskanuj kupon
MsgCouponCampaignDateError,Błąd początku(końca) daty kuponu 
MsgApplyCoupon,Zastosuj kupon
MsgApplyCouponPRNotAllowed,PR kupon nie jest dostępny w tym przepływie
MsgCouponIsNotAvailable,Kupon nie jest dostępny w tym miejscu.
MsgInventoryInventory,Magazyn
MsgInventoryInventoryManagement,Zarządzanie magazynem
MsgInventoryManageInventory,Zarządzaj magazynem
MsgInventoryItemNameInventory,Magazyn %@
MsgInventorySReceived,Przyjęto %.2f %@.
MsgInventoryQuantityUnits,%.2f %@
MsgInventoryProducts,Towary
MsgInventoryPOs,Zlecenia zakupu
MsgInventoryPO's,Zlecenia zakupu
MsgInventoryManagePOs,Zarządzaj ZZ
MsgInventoryCancel,Anuluj
MsgInventoryScanBarcode,Skanowanie kodów kreskowych
MsgInventoryPressScanButton,Naciśnij przycisk skanowania
MsgInventoryFetchingInventoryInformation,Pobieranie danych magazynu...
MsgInventoryFetchingInventoryInformationForDefaultItems,Pobieranie danych magazynu dot. najważniejszych pozycji...
MsgInventoryUpdatingInventoryInformation,Aktualizacja informacji magazynu...
MsgInventoryStartingInventoryIsNow,"Początkowy stan magazynu jest teraz \""%.2f\"""
MsgInventoryCurrentInventory:,Bieżący stan magazynu:
MsgInventoryCurrentInventoryIs,"Bieżący stan magazynu jest \""%.2f\"""
MsgInventoryCurrentInventoryis,"Bieżący stan magazynu: \""%.2f\""\n Rzeczywisty stan magazynu: \""%.2f\"" \n Rozbieżność strat: \""%.2f\"" \n Straty: \""%0.2f%%\"""
MsgInventoryProductWithEnteredBarcodeWasNotFound,Nie znaleziono pasujących kodów kreskowych towaru.
MsgInventoryProduct,Towar
MsgInventoryPOID#,Nr ID zlecenia zakupu
MsgInventorySelect,Wybierz
MsgInventoryEnterPOID#,Wprowadź nr ID zlecenia zakupu
MsgInventoryEnterBarcode,Wprowadź kod kreskowy
MsgInventoryTouchToSelectaPurchaseOrder,"Dotknij, aby wybrać złożone zamówienie zakupu"
MsgInventorySelectaPurchaseOrder,Wybierz zamówienie zakupu
MsgInventoryTouchToSelect,"Dotknij, aby wybrać"
MsgInventorySearch,Szukaj
MsgInventorySubmit,Zatwierdź
MsgInventoryPurchaseOrderSearch,Wyszukaj zamówienie zakupu
MsgInventoryProductSearch,Wyszukiwanie towaru
MsgInventoryNoMathesFound,Nie znaleziono dopasowania.
MsgInventoryInventoryUpdated,Zaktualizowany stan magazynu
MsgInventoryNothingUpdated,Nic nie zaktualizowano
MsgInventoryInvUnitsAdded,Nr faktury Dodane\njednostki
MsgInventoryAdded,Dodano
MsgInventoryCurrentInventory,Bieżący stan\nmagazynu
MsgInventoryPOID,ID zlecenia zakupu
MsgInventoryPOIDNumber,ID zlecenia zakupu %d
MsgInventoryPOsIncluding,Zlecenia zakupu zawierają: %@
MsgInventoryPurchaseOrderID,Nr ID zamówienia zakupu
MsgInventoryVendorName,Nazwa dostawcy
MsgInventoryVendorInvoiceNumber,Nr Faktury/WZ dostawcy
MsgInventoryDate,Data
MsgInventoryItem,Pozycja
MsgInventoryCountDuplicates,Znaleziono duplikaty %ld zostaną one usunięte przed zatwierdzeniem
MsgInventoryCurrent,Cena bieżąca
MsgInventoryReceive,Przyjmij
MsgInventoryActual,Bieżący stan
MsgInventoryWaste,Straty
MsgInventoryDamage,Uszkodzone
MsgInventoryName,Nazwa
MsgInventoryQuantity,Ilość
MsgInventoryQty,Ilość
MsgInventoryUnit,Jednostka
MsgInventoryClosed,Zamknięte
MsgInventoryRec,Otrz.
MsgInventoryProductResultList,Lista wyników towaru
MsgInventorySelectProductOrIngredient,Wybierz towar lub składnik
MsgInventoryPleaseSelectUnit,Wybierz jednostkę
MsgInventoryPleaseSelectReason,Proszę wybrać przyczynę
MsgInventoryMoreDetails,Więcej szczegółów
MsgInventoryIngredient,Składnik
MsgInventoryObtainingPurchaseOrder,Pobieranie zamówienia zakupu...
MsgInventoryObtainingPurchaseOrders,Pobieranie zamówień zakupu...
MsgInventoryUpdateReceivedInfo,Aktualizacja otrzymanych danych...
MsgInventoryErrorOccurredFetchFailed,Pobieranie danych stanu magazynu nie powiodło się!
MsgInventoryErrorOccurredInternet,Wystąpił błąd. Sprawdź połączenie z internetem!
MsgInventoryEnterAmount,Wpisz kwotę
MsgInventoryPriorInventory,Poprzedni stan magazynu (%@)
MsgInventoryActualInventory,Bieżący stan magazynu (%@)
MsgInventoryVariance,Odchylenie (%@)
MsgInventoryVariancePerc,Odchylenie (%%)
MsgInventoryReason,Przyczyna
MsgInventoryEnterReason,Wprowadź przyczynę
MsgInventoryEnterCostPerUnit,Cena jednostkowa
MsgInventoryNone,Brak
MsgInventoryUpdate,Zaktualizuj
MsgInventoryUpdatePrice,Zaktualizuj cenę
MsgInventoryUpdateCost,Zaktualizuj cenę zakupu
MsgInventoryAdjustCost,Korekta kosztu
MsgInventoryPriceUpdated,Zaktualizowano cenę
MsgInventoryCostUpdated,Zaktualizowano cenę zakupu
MsgInventoryNewPrice,Nowa cena: %@
BtnShowResultsPrinterDetails,Szczegóły wydruku
BtnShowResultsPrinterSummary,Podsumowanie wydruku
MsgInventoryCurrentPrice,Bieżąca cena: %@%
MsgInventoryCurrentCost,Bieżąc cena zakupu: %@%
MsgInventoryNewCost,Nowa cena zakupu: %@
MsgInventoryCurrent:,Bieżące: %@%@
MsgInventoryCurrentQuantityUnits,Bieżące: %.2f %@s
MsgInventoryThePriceOf,"Cena %@ została zmieniona do %@. Odśwież inne stanowiska, aby wprowadzić zmianę."
MsgInventoryTheCostOf,"Cena zakupu %@ została zmieniona do %@. Odśwież inne stanowiska, aby wprowadzić zmianę."
MsgInventoryPrice,Cena
MsgInventoryCost,Cena zakupu
MsgInventoryPleaseSpecifyReason,Podaj przyczynę
MsgInventoryPleaseCorrectQuantity,Podaj prawidłową liczbę..
MsgInventoryNA,Nie dotyczy
MsgInventoryEnterSerialNumber,Wprowadź numery seryjne\n(w osobnych wierszach)
MsgInventoryStatus,Status
MsgInventoryFilterBySerialNumber,Filtruj wg numeru seryjnego
MsgInventorySerialNumber,Numer seryjny
MsgInventorySerialNumbers,Numery seryjne
MsgInventoryFetchingSerialNumbers,Pobieranie numerów seryjnych...
MsgInventoryInStock,Na składzie
MsgInventorySold,Wyprzedane
MsgInventoryWastage,Odpady
MsgInventoryEnsureThisValue,"Wartość ceny zakupu, musi wynosić co najmniej 0,0001."
MsgInventoryQuantityAndNumber,Liczba w magazynie i liczba dla numeru seryjnego są niezgodne.
MsgInventorySerialNumberAlreadyExists,Numer seryjny już istnieje.
MsgInventorySynchronize,Zsynchronizuj
MsgInventoryScannedItemCannotBeAdded,"Nie znaleziono pozycji i nie może być ona dodana do tej transakcji, ponieważ jest już ona zapłacona."
MsgInventoryResultUnmatched,Niedopasowane
MsgInventoryResultShrinkage,Kurczenie się
MsgInventoryResultMatched,Pasujące
MsgActualSerialResultsList,Bieżąca lista wyników seryjnych
MsgInventoryResultReceive,Przyjąć?
MsgInventoryResultReceiveAll,Przyjąć wszystko?
MsgInventoryResultSelectItemsToRecieve,Wybierz pozycje do przyjęcia
MsgInventoryResultWaste,Pozbyć się?
MsgInventoryResultWasteAll,Pozbyć się wszystkiego?
MsgInventoryResultSelectItemsToWaste,Wybierz pozycje do straty
MsgInventoryReadyForScanOrInput,Gotowy do skanowania lub wprowadzania ręcznego
MsgInventoryEnteredSerialNumber,Wprowadzone numery seryjne
MsgInventoryNoSelectingItems %@,Nie wybrano żadnych przedmiotów %@. Kontynuuj mimo to?
MsgInventoryInputReason,Wprowadź przyczynę
MsgInventoryReceivedSerialNumbers,Przyjęto
MsgInventoryWastedSerialNumbers,Stracone
MsgInventoryMatchedSerialNumbers,Pasujące
MsgInventoryCheckingInventory,Sprawdzanie stanu magazynu...
MsgInventorySerialNumberIs,z numerem seryjnym
MsgInventorySerialNumberSold,oznaczone jako Wyprzedane
MsgInventorySerialNumberWastedV2,zaznaczone jako straty
MsgInventorySerialNumberNotMatches,nie istnieje w magazynie
MsgPunchhLoadConfigurationError,Załaduj błąd konfiguracji
MsgPunchhUserInfo,Informacje o użytkowniku Punchh
MsgPunchhCreateUserInfo,Utwórz użytkownika Punchh
MsgPunchhEnterUserInfo,Wprowadź informacje o użytkowniku Punchh
MsgPunchhEnterPhoneEmailError,Należy wprowadzić adres e-mail lub nr telefonu
MsgPunchhLookupByPhoneOrEmailError,Wyszukiwanie przez wiele parametry nie jest obsługiwane.\nProszę użyć telefonu/emaila/karty
MsgPunchhFirstLastNameError,Należy wprowadzić imię lub nazwisko
MsgPunchhCustomerPhoneEmailError,Klient nie posiada nr telefonu lub emaila
MsgPunchhCustomerLookup,Wyszukiwanie użytkownika Punchh
MsgPunchhUserCreate,Utwórz użytkownika Punchh
MsgPunchhLoadingUserRedemption,Wczytywanie informacji o wykorzystaniu punktów...
MsgPunchhLoadingUserVisitsRedemption,Ładowanie informacji na temat wykorzystania wizyt...
MsgPunchhRedemptionCode,Kod wykorzystania punktów
MsgPunchhEnterRedemptionCode,Wprowadź wykorzystywany kod
MsgPunchhRedemptionCodeError,Wprowadź kod cyfrowy wykorzystania
MsgPunchhApplyRedemption,Naliczanie rabatu...
MsgPunchhSuccessfullyRedeemed,Pomyślnie wykorzystano
MsgPunchhPoints,Punkty Punchh
MsgPunchhNoRedeemableRewards,Użytkownik %@ %@ nie posiada nagród do wykorzystania
MsgPunchhCheckInUser,Sprawdzanie klienta...
MsgPunchhSendingOrder,Wysyłanie danych paragonu...
MsgPunchhSendingOrderError,Wysłanie paragonu nie powiodło się
MsgPunchhSendingOrderSuccess,Wysłanie paragonu powiodło się
MsgPunchhBankedRewards,Skumulowane bonusy
MsgPunchhUnredeemCards,Wykorzystaj bonusy
MsgPunchhUserManage,Zarządzaj użytkownikiem Punchh
MsgPunchhNoRedeemableRewardsYes,Użytkownik nie posiada nagród do wykorzystania
MsgPunchhUsers,Lojalni użytkownicy Punchh
MsgPunchhReceipts,Paragony Punchh
MsgPunchhCreateError,Nie można utworzyć użytkownika Punchh\n.Nieznany błąd.
MsgPunchhCreateRedemption,Nie można utworzyć wykorzystania.
MsgPunchhVoidDiscount,Unieważnij rabat...
MsgPunchhRewardsAvailable,Dostępne zachowane bonusy
MsgPunchhRedeemRewards,Wykorzystaj skumulowane bonusy
MsgPunchhSelectItemError,Wybierz
MsgPunchhRewardsAvailableCaption,Dostępne bonusy
MsgPunchhSwipeOrScanTitle,Zeskanuj lub przeciągnij kartę bonusową
MsgPunchhReaderOrScannerWaiting,Zeskanuj lub przeciągnij kartę bonusową
MsgPunchhButtonCardOrQRCode,QR kod/karta
MsgPunchhCaptionPoints,Saldo punktów
MsgPunchhRedeemCard,Wykorzystaj bonus
MsgPunchhPointsEarned,Zdobyłeś %@ punktów
MsgPunchhBankedRewardsEarned,Zarobiłeś %@ skumulowanych bonusów
MsgPunchhVisitsEarned,Zdobyłeś 1 wizytę
MsgPucnhhPendingPointsUpdateMessage,Zalogowałeś się.\nTwoje punkty wkrótce zostaną zaktualizowane.
MsgPucnhhBankedRewardsPointsEarnedMessage,Zdobyłeś punkty
MsgComoScannerWaiting,Oczekiwanie na skanowanie kodu wykorzystania
MsgComoVerificationCode,Kod weryfikacji
MsgComoEnterRedeemCode,Wprowadź kod wykorzystania
MsgComoEnterVerificationCode,Wprowadź kod weryfikacji
MsgComoUpdatingMemberInfo,aktualizowanie informacji uczestnika
MsgComoIdentifiedBy,Zidentyfikowany przez:
MsgComoBudget,Como Budget
MsgComoBudgetWeighted,Budżet ważony
MsgComoNoGifts,Nie posiadasz bonusów
MsgComoShowGifts,Pokaż podarunki
MsgComoUseCode,Użyj kodu
MsgComoPay,Płać za pomocą COMO
MsgComoValidUntil,Ważny do
MsgComoTitleActions,Działania COMO
MsgComoTitleSelectDiscount,Wybierz rabat
MsgComoVoidReason,Aktualizacja zlecenia COMO
MsgComoHudTextUpdatingMemberInfo,aktualizowanie informacji uczestnika
MsgComoHudTextGettingMemberInfo,Pobieranie info uczestnika
MsgComoHudTextGettingBenefits,Pobieranie dodatku
MsgComoHudTextApplyingRewards,Zastosowanie Twoich bonusów
MsgComoItemCodeHasNotBeenApplied,Kod pozycji %@ nie został zastosowany
MsgComoDealCodeHasNotBeenApplied,Kod transakcji %@ nie został zastosowany
MsgComoBenefitCanNotBeApplied,Nie można powiązać tego dodatku z transakcją.
MsgComoShowUnredeemable,Pokaż niewymienialne
MsgComoUnredeemableGifts,Niewymienialne bonusy
MsgComoNoUnredeemableGifts,Nie posiadasz niewymienialnych bonusów
MsgComoArchived,Archiwizowany
MsgComoUnavailable,Niedostępny
MsgPriceCheckerPlaceholder,Wprowadź wyszukiwany termin
MsgPriceCheckerNotFound,Nie znaleziono towaru
MsgEmailSendConfirmYourEmailTitle,Potwierdź swój e-mail
MsgEmailSendConfirmTitle,Potwierdź e-mail
MsgEmailSendConfirmMessage,Rachunek zostanie wysłany na następujący adres e-mail:
BtnEmailSendConfirmChangeEmail,Zmień e-mail
MsgReceiptlessReturnsReturns,Zwroty
MsgReceiptlessReturnsItemsHeader,Zwrot bez rachunku
MsgReceiptlessReturnsItemReturnedItems,Zwrócone pozycje
MsgReceiptlessReturnsItemQty,Ilość
MsgReceiptlessReturnsItemInventory,Magazyn
MsgReceiptlessReturnsItemReturn,Usuń
MsgReceiptlessReturnsItemSearchPlaceholder,Magazyn
MsgReceiptlessReturnsItemTax,Podatek
MsgReceiptlessReturnSummaryHeader,Podsumowanie zwrotów
MsgReceiptlessReturnSummaryAttachCustomer,Dołączyć\nKlienta
MsgReceiptlessReturnSummaryPrice,Cena
MsgReceiptlessReturnSummaryTotal,Łącznie:
MsgReceiptlessReturnSummaryCash,Gotówka
MsgReceiptlessReturnSummaryStoreCredit,Kredyt
MsgReceiptlessReturnSummaryPriceReturn,Zwrot
MsgReceiptlessReturnSummarySetTenderType,Typ śr. płatniczego:
MsgReceiptlessReturnSummaryCustomer,Klient:
MsgReceiptlessReturnSummaryPlaceholder,Wprowadź przyczynę
MsgReceiptlessReturnSummaryReturn,Zwróć %@
MsgReceiptlessReturnReceiptItems,Zwrócone pozycje
MsgReceiptlessReturnSpecifyReason,Podaj przyczynę zwrotu
MsgReceiptlessReturnCashReturnSuccessMessage,Wypłać należność klientowi
MsgReceiptlessReturnSuccessAddItemsGiftStoreCredit,"Przetworzono zwrot.  Dodaj pozycje, kartę podarunkową lub kredyt sklepowy do transakcji."
MsgReceiptlessReturnSuccessAddItemsStoreCredit,Przetworzono zwrot.  Dodaj pozycje lub kredyt sklepowy do transakcji.
MsgReceiptlessReturnSwitchYes,TAK
MsgReceiptlessReturnSwitchNo,NIE
MsgReceiptlessReturnSearchingSN,Wyszukiwanie...
MsgReceiptlessReturnCantFindSN,Nie ma w magazynie towaru o takim numerze seryjnym.
MsgReceiptlessReturnPurchaseAmountMessage,Zwracana wartość przekracza kwotę zakupu. Proszę dodać pozycje do wykorzystania pozostałych środków.
MsgWelcomeDemoConfig,Wczytana zostanie przykładowa konfiguracja. PIN użytkownika zostanie wysłany na adres %@.
MsgScrOrderPreAuthOrder,Wstępnie autoryzowane
MsgScrOrderPreAuthOrderDue,Wst. aut.
MsgScrOrderPreAuthWithAnotherCard,Transakcja została wstępnie autoryzowana. Najpierw anuluj bieżącą wstępną autoryzację.
MsgScrOrderPreAuthChooseSeat,Transakcja nie została wstępnie autoryzowana.\n Przeprowadź wstępną autoryzację jednego z miejsc.
MsgScrOrderPreAuthChooseBill,Transakcja nie została wstępnie autoryzowana.\n Przeprowadź wstępną autoryzację jednego z rachunków.
MsgScrOrderPreAuthChooseBillTitle,Transakcja wstępnie autoryzowana
MsgScrOrderPreAuthAmount,Kwota wstępnej autoryzacji
MsgPrePaymentNotSupportedOffline,Autoryzacja wstępna jest niedostępna w trybie offline.
MsgPrePaymentProcessorNotSupported,Dostawca karty kredytowej nie obsługuje autoryzacji wstępnej.
MsgBatchPreAuthOrderShouldBeFinalized,"Nie można przechwycić płatności, ponieważ transakcja nie została zakończona.\nZakończ transakcję."
MsgBatchPreAuthOrderProceedCapture,Czy chcesz kontynuować?
MsgMovePreAuthPaymnet,Która autoryzacja wstępna ma zostać zachowana?.
MsgMovePreAuthPaymnetFailedCancel,Nieudane anulowanie wstępnej autoryzacji transakcji\n Transakcja nr %@ jest nadal otwarta.
MsgPreAuthConfirmCancel,Czy na pewno chcesz anulować wstępną autoryzację?
MsgPreAuthTableNOEmptyTable,Brak wolnych stolików
MskQuickCourseAndSeatEnterCourseCount,Wpisz liczbę kursów
MskQuickCourseAndSeatEnterSeatCount,Wpisz liczbę miejsc
MsgQuickCourseAndSeatManual,Ręcznie
MsgDeliveryConsoleOrderQueueTitle,Konsola dostaw – Kolejność widoku transakcji
MsgDeliveryConsoleMapViewTitle,Konsola dostaw – mapa
MsgDeliveryConsoleDriversViewTitle,Konsola dostaw – kierowcy
MsgDeliveryConsoleOrderHistoryViewTitle,Konsola dostaw – Przegląd listy transakcji
MsgDeliveryConsoleDriverHistoryViewTitle,Konsola dostaw – historia kierowców
MsgDeliveryConsoleDriverExpandedMapViewTitle,Konsola dostaw – mapa rozszerzona
MsgDeliveryCouldNotResolveHomeLocation,Nie można określić lokalizacji POS. Sprawdź adres lokalu na serwerze.
MsgDeliveryTimeSinceOrdered,Czas od złożenia\nzamówienia
MsgDeliveryStatus,Status kierowcy
MsgDeliveryOrderDeliveryStatusReady,Gotowe
MsgDeliveryOrderDeliveryStatusCooking,Gotowanie
MsgDeliveryOrderDeliveryStatusAssigned,Przypisano
MsgDeliveryOrderDeliveryStatusEnroute,W drodze
MsgDeliveryOrderDeliveryStatusRequested,Zażądany
MsgDeliveryOrderDeliveryStatusAccepted,Zaakceptowano
MsgDeliveryOrderDeliveryStatusInTransit,W transporcie
MsgDeliveryOrderDeliveryStatusUnassigned,Nie przypisano
MsgDeliveryOrderDeliveryStatusDelivered,Dostarczone
MsgDeliveryOrderDeliveryStatusReturning,Trwa powrót
MsgDeliveryOrderDeliveryStatusReturned,Zwrócone
MsgDeliveryOrderDeliveryStatusUnableToReturn,Nie można\nzwrócić
MsgDeliveryOrderDeliveryStatusUnableToDeliver,Nie można\ndostarczyć
MsgDeliveryOrderDeliveryStatusAbandoned,Porzucony
MsgDeliveryOrderDeliveryStatusUnknown,Nieznany
MsgDeliveryOrderDeliveryEstimatedDelivery,Przewid. doręcz.:
MsgDeliveryOrderUnpaidTitle,Niezapłacone
MsgDeliveryMinutesShort,Min
MsgDeliveryHourShort,Godzina
MsgDeliverySeeAllOrders,Pokaż wszystkie transakcje
MsgDeliveryPinsShowTitle,Pokaż znaczniki
MsgDeliveryMapReadytime,Czas przygotowania
MsgDeliveryMapDistance,Dystans
MsgDeliveryMapWorkLocationTitle,Praca
MsgDeliveryMapTotalRouteTime,Łączny czas w trasie:
MsgDeliveryMapLinks,Linki mapy
MsgDeliveryAssignSelectedOrders,Przypisz wybrane transakcje
MsgDeliveryMapMarkerReadyToGo,Gotowe do dostawy
MsgDeliveryMapMarkerNotYetReady,Niegotowe
MsgDeliveryMapMarkerReadyIn,Gotowe za %@
MsgDeliveryMapSuggestedOrders,Sugerowane transakcje
MsgDeliveryMapSeeDeliveryZone,Zobacz strefy dostawy
MsgDeliveryMapButtonOptionOn,WŁ.
MsgDeliveryMapButtonOptionOff,WYŁ.
MsgDeliverySelectDriverTitle,Wybierz kierowcę
MsgDeliveryDeliveryDriversTitle,Kierowca odp. za dostawę::
BtnDeliveryAssignDriver,Przypisz
BtnDeliveryUnassignDriver,Usuń przypisanie
BtnDeliveryOrderHistory,Lista transakcji
BtnDeliveryOrderMap,Mapa
BtnDeliveryOrderQueue,Kolejność transakcji
BtnDeliveryOrderDrivers,Kierowcy
BtnDeliveryOrderDriverHistory,Historia kierowców
MsgDeliveryOrderDetailsAddresses,Adresy
BtnDeliveryBackToOrderQueue,Powrót do kolejki transakcji
BtnDeliveryBackToDriversView,Powrót do podglądu kierowców
MsgDeliveryOrderWhichOrderDetailsWantToSee,Szczegóły której transakcji wyświetlić?
MsgDeliveryOrderDetailsOrderInformation,Informacje transakcji
MsgDeliveryOrderDetailsRouteDirections,Wskazówki dot. dojazdu
MsgDeliveryOrderDetailsReturnDirections,Wskazówki dot. powrotu
MsgDeliveryOrderDetailCustomerNameColon,Klient Nazwisko:
MsgDeliveryOrderDetailPhoneHashColon,Nr telefonu:
MsgDeliveryOrderDetailDriverAssignedColon,Przypisano kierowcę:
MsgDeliveryOrderDetailEstimatedDeliveryTimeColon,Ocz. czas dostawy:
MsgDeliveryOrderDetailUnnasignOnlyOwnOrdersWarningMessage,"Możesz anulować tylko transakcje przypisane do Ciebie. Tylko menedżer, może anulować przypisanie dowolnej transakcji."
MsgDeliveryOrderDetailAssignOrderToYourselfWarningMessage,Możesz przypisywać transakcje tylko do Ciebie. Tylko menedżer może przypisywać transakcje do innych pracowników.
MsgDeliveryDriversDriver,Kierowca
MsgDeliveryDriversTimeInOut,Czas w pracy/poza pracą
MsgDeliveryDriversExpectedReturn,Oczekiwany powrót
BtnDeliveryDriversOrdersAssigned,Przypisane transakcje
BtnDeliveryDriversShowClockedInDriversOnly,"Pokaż tylko kierowców, którzy rozpoczęli zmianę"
BtnDeliveryDriversShowAllDrivers,Pokaż wszystkich kierowców
MsgDeliveryDriversTimeOut,Poza pracą
MsgDeliveryDriversTimeIdle,Bezczynność
MsgDeliveryDriverCheckOut,Zarejestruj wyjazd
MsgDeliveryDriverReturningNow,Trwa powrót
MsgDeliveryOrderHistoryTenderType,Typ śr. płatniczego
