LocaleIdentifier,LT
MsgScrSettingsConnected,Prijungta.
MsgScrSettingsFailedConnect,Nepavyko prijungti
MsgScrSettingsNotConnected,Neprijungta
MsgScrSettingsPinPadconnectionTimeout,Baigėsi PIN klaviatūros ryšio laikas
MsgScrSettingsPinPadconnectionFailed,Nepavyko prijungti PIN klaviatūros
MsgScrSettingsPinPadGotNegativeAckFromPinPad,Gautas neigiamas pranešimas iš PIN klaviatūros
MsgScrSettingsGettingPinPadInfo,Gaunama PIN klaviatūros info.
MsgScrSettingsLookPinPad,Žiūrėti į PIN klaviatūrą
MsgScrSettingsForce,Priversti
MsgScrSettingsPaymentsProcessing,Mokėjimų apdorojimas
MsgScrSettingsStillOffline,Vis dar neprijungta prie interneto. Patikrinkite tinklo ryšį.
MsgScrSettingsCashDrawerManagement,Grynųjų pinigų stalčiaus tvarkymas
MsgScrSettingsSetCashDrawer,Nustatyti grynųjų pinigų stalčių
MsgScrSettingsPushNotifications,Pranešimai paspaudus
MsgScrSettingsOfflineCreditCardProcessingStart,Pradėti mokėjimų kreditu apdorojimą atjungties būsenoje
MsgScrSettingsOfflineCreditCardProcessingStop,Stabdyti mokėjimų kreditu apdorojimą atjungties būsenoje
MsgScrSettingsPaymentsSettings,Mokėjimai
MsgScrSettingsDisplayUnitSettings,Ekranas
MsgScrSettingsDisplayUnitSettingsTitle,Pasveikinimas ekrane
MsgScrSettingsDisplayUnitSettingsEnterCustom,Įveskite individualią žinutę
MsgScrSettingsDisplayUnitSettingsCustomTitle,Įveskite individualią žinutę
MsgScrSettingsNetworkSyncFailureDetails,Išsiuntimo detalės
MsgScrSettingsNetworkSyncFailureDescription,Aprašas
MsgScrSettingsFailedLogout,Nepavyko atsijungti
MsgScrSettingsOrderIsStillOpen,#%@ užsakymas vis dar atidarytas! Prieš atsijungdami uždarykite užsakymą.
MsgScrSettingsClockInClockOut2,Pradėti seansą / užbaigti seansą
MsgScrSettingsDoYouWantToClokInOrOut,Ar norite pradėti
MsgScrSettingsManager,Vadovas
MsgScrSettingsSalesSummary,Pardavimo ataskaita
MsgScrSettingsPrinters,Spausdintuvai
MsgScrSettingsTaxFree,Neapmokestinama
MsgScrSettingsTimeSchedule,Tvarkaraštis
MsgScrSettingsRewardCards,Lojalumo kortelės
MsgScrSettingsDeclareTips,Deklaruoti arbatpinigius
MsgScrSettingsTipsProcessing,Arbatpinigių apdorojimas
MsgScrSettingsUpdateRPI,Atnaujinti RPI
MsgScrSettingsShowRPIDevices,Rodyti RPI įrenginius
MsgScrSettingsStanfordCards,Stanford kortelės
MsgScrSettingsWetstockManagement,Wetstock valdymas
MsgScrSettingsTipManagement,Arbatpinigių valdymas
MsgScrSettingsStatusPage,ITL būsenos puslapis
MsgScreenAllOrdersAreSentServer,Visi užsakymai išsiųsti į serverį.
MsgScreenAllPaymentsAreSentPaymentProcessor,Visi mokėjimai išsiųsti į mokėjimų procesorių.
MsgScreen1OrderStillNotSentServer,Į serverį dar nenusiųstas 1 užsakymas.
MsgScreen1PaymentStillNotSentPaymentProcessor,Į mokėjimų procesorių dar nenusiųstas 1 mokėjimas.
MsgScreenFewOrderStillNotSentServer,Į serverį dar nenusiųsta užsakymų: %d.
MsgScreenFewOrdersFailedSentServer,%d užsakymo (-ų) nepavyko išsiųsti į serverį.
MsgScreen1OrderFailedSentServer,1 užsakymo nepavyko išsiųsti į serverį.
MsgScreenFewPaymentStillNotSentPaymentProcessor,Į mokėjimų procesorių dar nenusiųsta mokėjimų: %d.
MsgScreenVersionInformation,Versijos duomenys
MsgScreenVersionEstabStation,Atlas 2.0.0. POS: %@-%@\nĮstaigos kodas: %d\nTerminalas: %@\nPrietaiso kodas: %@\nTinklalapis: %@
MsgScreenVersionEstablishmentStation,Atlas 2.0.0. POS: %@\nĮstaigos kodas: %d\nTerminalas: %@\n Prietaiso kodas: %@\n Tinklalapis: %@
MsgScreenCertificate,NTEP CC# 13-014
MsgScrPinWarningPosDisabledNoPaymentMessage,POS terminalas išjungtas. Jūsų kreditinė kortelė atmetama. Įveskite į sistemą kitą kreditinę kortelę arba kreipkitės pagalbos į klientų aptarnavimo skyrių.
MsgScrPinWarningPosWillBeDisabledWarning,Iki šio terminalo išjungimo liko %i val. Mokėjimą būtina atlikti naująja kreditine kortele.
MsgScreenProductsAreLoaded,%d iš %d produktai(-ų) neįkelti
MsgScreenAllOfferTransactionsAreSentServer,Visos siūlomos operacijos siunčiamos į serverį
MsgScreen1OfferTransactionStillNotSentServer,1 siūloma operacija iki šiol neišsiųsta į serverį.
MsgScreenFewOfferTransactionsStillNotSentServer,%d siūlomos(-ų) operacijos(-ų) nenusiųstos(-a) į serverį.
MsgScrOrderSelect,Pasirinkti
MsgScrOrderTitle,Pavadinimas
MsgScrOrderInformation,Informacija
MsgScrOrderOrderIsOpen,"%@. atidarytas užsakymas. Uždarykite, kad galėtumėte pakeisti."
MsgScrOrderProductName,Produkto pavadinimas
MsgScrOrderSeat3,3 vieta
MsgScrOrderCourse1,1 patiekalas
MsgScrOrderMainMenu,Pagrindinis meniu
MsgScrOrderOrderOverview,Užsakymo apžvalga
MsgScrOrderOrder,Užsakymo nr.
MsgScrOrderYourBalanceIs,Jūsų likutis yra
MsgScrOrderSelectHotspotDuration,Pasirinkti ryšio per interneto tašką trukmę
MsgScrOrderHotspotError,Interneto taško triktis
MsgScrOrderFailedGetCodeHotspot,Nepavyko gauti kodo iš interneto taško.
MsgScrOrderCardAttachedOrder,Mokėjimo kortelė susieta su užsakymu
MsgScrOrderCardCantAttachedOrder,Mokėjimo kortelė negali būti susieta su užsakymu.
MsgScrOrderEmailSent,El. laiškas išsiųstas.
MsgScrOrderOrdersOutForDelivery,Užsakymai pristatymui
MsgScrOrderDolAmount,€ suma
MsgScrOrderStreet,Gatvė
MsgScrOrderOutTime,Laikas išvykus
MsgScrOrderDriverName,Vairuotojo vardas
MsgScrOrderChangeDriver,Pakeisti vairuotoją
MsgScrOrderASSIGNDRIVER,PRISKIRTI VAIRUOTOJĄ
MsgScrOrderOrdersAwaitingDelivery,Užsakymai laukiantys pristatymo
MsgScrOrderCustomerName,Pavadinimas
MsgScrOrderZip,Pašto kodas
MsgScrOrderTimeOrdered,Laikas nuo užsakymo pradžios
MsgScrOrderSetAttributes,Nustatyti savybes
MsgScrOrderSetAutoGratuity,Nustatyti įskaičiuotuosius arbatpinigius
MsgScrOrderAutoGratuityOnOff,Įjungti / išjungti parinktį „Įskaičiuotieji arbatpinigiai“:
MsgScrOrderSetGratuity,Nustatyti įskaičiuotuosius arbatpinigius
MsgScrOrderHold,Atidėti
MsgScrOrderMore,Daugiau
MsgScrOrderStopped,Sustabdyta
MsgScrOrderOrderSummary,Užsakymo santrauka
MsgScrOrderSubtotal,Tarpinė suma
MsgScrOrderDue,Mokėtina suma
MsgScrOrderTotalDue,Bendra mokėtina suma:
MsgScrOrderBalance,Likutis:
MsgScrOrderChange,Grąža:
MsgScrOrderSettings,Nuostatos
MsgScrOrderBarcodeScanner,Brūkšninių kodų skaitytuvas
MsgScrOrderDeviceStatus,Įrenginio būsena
MsgScrOrderExit,Išeiti
MsgScrOrderEnterCallNamePlease,Įveskite kvietimo vardą
MsgScrOrderNumber,Numeris:
MsgScrOrderName,Vardas:
MsgScrOrderExp,Galioj.:
MsgScrOrderAuth,Autor. nr.:
MsgScrOrder1Station,1 terminalas
MsgScrOrderCustomerNameOrder ,Pirkėjo vardas ir užsakymas
MsgScrOrderApplyDiscount,Taikyti nuolaidą
MsgScrOrderHelp,Pagalba
MsgScrOrderRemoveItems,Šalinti produktus
MsgScrOrderThankYouApproved,Patvirtinta.\nAčiū!
MsgScrOrderNotManagersPIN,Įvestas PIN nėra vadovo PIN. Bandykite dar kartą.
MsgScrOrderReceiptManager,Kvitų vadovas
MsgScrOrderSignHere,Pasirašyti čia
MsgScrOrderAgreementToPay,Sutinku sumokėti visą nurodytą sumą pagal kortelės išdavimo sutartį.
MsgScrOrderHowToDeliveReceipt,Kaip pageidaujate kad kvitas būtų pateiktas?
MsgScrOrderDoYouWantaReceipt,Ar pageidaujate gauti kvitą?
MsgScrOrderTips,Arbatpinigiai
MsgScrOrderCannotAddOrderItem,"Negalima atnaujinti produkto kiekio, nes pasikeitė produkto kaina. Nukopijuokite produktą arba pridėkite naują."
MsgScrOrderNoOpenOrders,Atidarytų užsakymų nerasta.
MsgScrOrderExchangedItems,Sukeisti produktai:
MsgScrOrderSetTillBeforePerformAction,Prieš atliekant pageidaujamą veiksmą\n reikia nustatyti kasos terminalo stalčių.
MsgScrOrderSetTillContactManager,Būtina nustatyti kasos terminalo stalčių.\nPrašome susisiekti su vadovu
MsgScrOrderSetCallNameBeforePerformAction,Prieš atliekant pageidaujamą veiksmą\n reikia pridėti kviečiamąjį vardą.
MsgScrOrderSetCustomerBeforePerformAction,Prieš atliekant pageidaujamą veiksmą\n reikia pridėti pirkėją.
MsgScrOrderSetDiningBeforePerformAction,"Pietų parinktys turi būti nustatytos, kad \n veikmas būtų atliktas."
MsgScrOrderSetSeatCountBeforePerformAction,Vietų skaičius turi būti nustatytas prieš\n atliekant norimą veiksmą.
MsgScrOrderSetSerialBeforePerformAction,Produktui(-ams) šiame užsakyme trūksta serijos numerio(-ų). Pridėkite serijinį(-ius) nr. arba pažymėkite produktą(-us) vietiniam pristatymui.
MsgScrOrderProductCannotBe,%@ negali būti %@.
MsgScrOrderProductCannotBeRemoveTheseProducts,%@ negali būti %@.  Pašalinti šiuos produktus iš užsakymo?
MsgScrOrderProductCannotBeRemoveThisProduct,%@ negali būti %@.  Pašalinti šį produktą iš užsakymo?
MsgScrOrderDonationError,Klaida. Aukojimo funkcija išjungta.\nKreipkitės į vadovą.
BtnPromptGoToTill,Eiti į kasos terminalo stalčių
BtnPromptSelectCustomer,Pasirinkti\npirkėją
BtnPromptSelectCallName,Pasirinkti\n kviečiamąjį vardą
BtnPromptAddSerialNumber,Pridėti serijos numerį
BtnPromptChooseItemsForLocalDelivery,Rinktis produktą(-us) vietiniam pristatymui
MsgLibIndexWrongQrCode,Klaidingas QR kodas.
MsgIndexError,„Index“ triktis
MsgLibStarPrinterError,„Star“ spausdintuvo triktis
MsgLibStarIpAddrNotConf,Nesukonfigūruotas IP adresas.
MsgLibMagTekPortableCardSwipe,Nešiojamasis mokėjimo kortelių skaitytuvas
MsgLibMagTekInitializing,Inicijuojamas...
MsgLibMagTekAccessoryConn,Priedas prijungtas.
MsgLibMagTekDeviceConn,Įrenginys prijungtas.
MsgLibMagTekDeviceDisconn,Įrenginys atjungtas.
MsgLibMagTekMAGTEKERR,Sistemos MAGTEK triktis
MsgLibMagTekFailedParseOfflData,Nepavyko išanalizuoti prie interneto neprijungto mokėjimų procesoriaus duomenų.
MsgLibMagTekDeviceReady,Įrenginys paruoštas.
MsgLibMagTekDeviceNotOpened,Įrenginys neatidarytas.
MsgLibMagTekDeviceNotConn,Įrenginys neprijungtas.
MsgLibMagTekOpenediDynamo,Atidarytas „iDynamo“.
MsgLibMagTekOpeneduDynamo,Atidarytas „uDynamo“.
MsgLibKitchenNetStartFailed,Nepavyko pradėti dirbti prisijungus prie tinklo.
MsgLibKitchenItemsAreNotSent,Nenusiųsti šie užsakymai:\n
MsgLibKitchenItemsAreNotRemoved,Nepašalinti šie užsakymai:\n
MsgLibKitchenFrom,nuo
MsgLibKitchenTo,kam
MsgLibKitchenOrder,Užsakymo nr.
MsgUtilsViewRedeemCode,Atsiėmimo kodas
MsgUtilsViewEnterRedemptionCode,Įvesti atsiėmimo kodą
MsgUtilsViewPassword,Slaptažodis
MsgUtilsViewEnterPassword,Įvesti slaptažodį
MsgUtilsViewEnterAManagerPINToApprove,Patvirtinimui įveskite vadovo PIN kodą.
MsgUtilsViewSwipeCardForLinkOrderToApprove,Patvirtinimui perbraukite kortelę
MsgUtilsViewLinkCard,Susieti mokėjimo kortelę
MsgUtilsViewFindPreAuthCard,Ieškoti susietų užsakymų
MsgUtilsViewCardSwipeIsNotSetUp,Šiame kasos terminale nenustatytas mokėjimo kortelių skaitytuvas.
MsgUtilsViewSwipeCardForLinkOrder,Perbraukite kortelę.
MsgUtilsViewLinkedFindNotFound,Susietas užsakymas nerastas.
MsgUtilsViewLineNr,%s [%d eilutė] %@
MsgUtilsViewEatInOrder,Užsakymas „Valgyti vietoje“
MsgUtilsViewEatInInvoice,Sąskaita faktūra už užsakymą „Valgyti vietoje“
MsgUtilsViewEatIn,Valgyti vietoje
MsgUtilsViewEatInWebOrder,Užsakymas internetu „Valgyti vietoje“
MsgUtilsViewEatInWebInvoice,Internetinė sąskaita faktūra už užsakymą „Valgyti vietoje“
MsgUtilsViewToGoOrder,Užsakymas „Išsinešti“
MsgUtilsViewToGoInvoice,Sąskaita faktūra už užsakymą „Išsinešti“
MsgUtilsViewToGo,Išsinešti
MsgUtilsViewToGoWebOrder,Užsakymas internetu
MsgUtilsViewToGoWebInvoice,Internetinė sąskaita faktūra už užsakymą „Išsinešti“
MsgUtilsViewRetailOrder,Mažmeninės prekybos užsakymas
MsgUtilsViewRetailInvoice,Mažmeninės prekybos sąskaita faktūra
MsgUtilsViewRetailWebOrder,Mažmeninės prekybos užsakymas internetu
MsgUtilsViewRetailWebInvoice,Mažmeninės prekybos elektroninė sąskaita
MsgUtilsViewDelivery,Pristatyti
MsgUtilsViewWebDelivery,Užsakymas „Pristatyti“ internetu
MsgUtilsViewWebDeliveryInvoice,Internetinė sąskaita faktūra už užsakymą „Pristatyti“
MsgUtilsViewCatering,Su aptarnavimu
MsgUtilsViewWebCatering,Užsakymas internetu „Maitinimas“
MsgUtilsViewWebCateringInvoice,Internetinė sąskaita faktūra už užsakymą „Maitinimas“
MsgUtilsViewDriveThru,Atsiimti įvažiavus automobiliu
MsgUtilsViewWebDriveThru,Užsakymas internetu „Atsiimti įvažiavus automobiliu“
MsgUtilsViewWebDriveThruInvoice,Internetinė sąskaita faktūra už užsakymą „Atsiimti įvažiavus automobiliu“
MsgUtilsViewWebOrder,Užsakymas internetu
MsgUtilsViewWebInvoice,Internetinė sąskaita faktūra
MsgUtilsViewOther,Kita
MsgUtilsViewWebOther,Užsakymas internetu
MsgUtilsViewWebOtherInvoice,Internetinė sąskaita faktūra už užsakymą „Kita“
MsgUtilsViewWebOnlineKitchen,Prisijungęs
MsgDOMTotalOutstanding,Bendra mokėtina suma
MsgDOMRate,%@ tarifas
MsgDOMExchangeTotal,Iš viso pakeista
MsgDOMReceiptTotal,Iš viso kvite
MsgDOMReceiptSumTotal,Bendra suma kvite
MsgDOMRewardSummary,Lojalumo taškų suvestinė
MsgDOMRewardCardNumber,Lojalumo kortelės numeris
MsgDOMRedeemAuthNumber,Atsiėmimo autor. numeris
MsgDOMAuthNumber,Autor. numeris
MsgDOMCoupon,Kuponas
MsgDOMCouponAmount,Suma kupone
MsgDOMCouponUsed,Panaudotas kuponas
MsgDOMRewardUsed,Panaudoti lojalumo taškai
MsgDOMCustomerOwes,Pirkėjas turi mokėti
MsgDOMAddAuthNumber,Pridėti autor. numerį
MsgDOMPointsEarned,Gauti taškai
MsgDOMTotalPoints,Iš viso taškų
MsgDOMCashEarned,Sukaupta grynųjų pinigų
MsgDOMRewardBalance,Lojalumo taškų likutis
MsgDOMRewardCashBalance,Sukauptų grynųjų pinigų likutis
MsgDOMTotalSaved,Iš viso sutaupyta
MsgDOMAdditionalPoints,"Trūksta %.2f taškų, kad būtų galima gauta %@ premija."
MsgDOMAdditionalVisits,"Trūksta %d apsilankymo(-ų), norint gauti %@ premiją."
MsgDOMExchanged,[Sukeista]
MsgDOMExchangedWithDate,[Sukeista %@]
MsgDOMTOTALREFUNDED,IŠ VISO GRĄŽINTA PINIGŲ
MsgDOMVOIDED,ANULIUOTA
MsgDOMRETURNED,GRĄŽINTA PRODUKTŲ
MsgDOMCOMPS,VELTUI
MsgDOMVOIDEDPAYMENTS,ANULIUOTI MOKĖJIMAI
MsgDOMREFUNDEDPAYMENTS,MOKĖJIMAI
MsgDOMVOIDEDTRANSACTION,ANULIUOTA OPERACIJA
MsgDOMREFUNDEDTRANSACTION,OPERACIJA
MsgDOMCourse,Patiekalas
MsgDOMItemToGo,[Produktas išsinešti]
MsgDOMNO,NE
MsgDOMDeliveryDate,Pristatymo data
MsgDOMWaitingfor,Laukiama
MsgDOMUser,Naudotojas
MsgDOMPAYINRECEIPT,ĮDĖJIMO KVITAS
MsgDOMDrawerNumber,Stalčiaus numeris
MsgDOMReason,Priežastis
MsgDOMPAYOUTRECEIPT,IŠĖMIMO KVITAS
MsgDOMFireCourse,Patiekti %d patiekalą
MsgDOMGiftCard,Dovanų kortelė
MsgDOMCustPaid,Pirkėjas sumokėjo
MsgDOMCustChange,Grąža pirkėjui
MsgDOMTrans,Oper.
MsgDOMCard,Kortelė
MsgDOMCUTHERE,NUKIRPTI ČIA
MsgDOMTotalOutst,Bendra mokėtina suma
MsgDOMREFUNDED,GRĄŽINTA PINIGŲ
MsgDOMBREAKDOWN,IŠSKIRSTYMAS
MsgDOMCouldntBeAuth, nuo %@ užsakymo nepavyko autorizuoti pilnai sumai.
MsgDOMCollectedSomeCouldnt,%.2f surinkta. %.2f nesurinkta.
MsgDOMCaptureStatus,Užfiksavimo būsena
MsgDOMTRAININGMODE,MOKYMO VEIKSENA
MsgREPRINT,SPAUSDINTI IŠ NAUJO
MsgCouponsError,Triktis
MsgCouponInvalidCoupon,Netinkamas kuponas
MsgCouponScanCoupon,Nuskaityti kuponą
MsgCouponCampaignDateError,Kupono pradžios(pabaigos) datos triktis
MsgApplyCoupon,Taikyti kuponą
MsgApplyCouponPRNotAllowed,PR kuponas negalimas šioje sekoje
MsgInventoryInventory,Aprašas
MsgInventoryInventoryManagement,Produktų atsargų aprašo tvarkymas
MsgInventoryManageInventory,Tvarkyti produktų atsargų aprašą
MsgInventoryItemNameInventory,%@ inventorius
MsgInventorySReceived,%.2f %@ gautas.
MsgInventoryQuantityUnits,%.2f %@
MsgInventoryProducts,PRODUKTAI
MsgInventoryPOs,Pirkimo užsakymai
MsgInventoryPO's,Pirkimo užsakymai
MsgInventoryManagePOs,Tvarkyti pirkimo užsakymus
MsgInventoryCancel,Atšaukti
MsgInventoryScanBarcode,Nuskaityti brūkš. kodą
MsgInventoryPressScanButton,Paspausti nuskaitymo mygtuką
MsgInventoryFetchingInventoryInformation,Gaunami produktų atsargų aprašo duomenys...
MsgInventoryFetchingInventoryInformationForDefaultItems,Gaunami duomenys apie pagrindinių produktų atsargas...
MsgInventoryUpdatingInventoryInformation,Atnaujinami produktų atsargų aprašo duomenys...
MsgInventoryStartingInventoryIsNow,"Pradinės produktų atsargos yra \""%.2f\"""
MsgInventoryCurrentInventory:,Dabartinis produktų atsargų kiekis:
MsgInventoryCurrentInventoryIs,Dabartinis produktų atsargų kiekis: „%.2f“.
MsgInventoryCurrentInventoryis,"Current Inventory is \""%.2f\""\n Actual Inventory is \""%.2f\"" \n Waste Loss Variance is \""%.2f\"" \n Waste Loss is \""%0.2f%%\"""
MsgInventoryProductWithEnteredBarcodeWasNotFound,Joks produktas neatitinka brūkšninio kodo.
MsgInventoryProduct,Produktas
MsgInventoryPOID#,Pirkimo užsakymo nr.
MsgInventorySelect,Pasirinkti
MsgInventoryEnterPOID#,Įvesti pirkimo užsakymo nr.
MsgInventoryEnterBarcode,Įvesti brūkšninį kodą
MsgInventoryTouchToSelectaPurchaseOrder,"Palieskite, kad pasirinktumėte pirkimo užsakymą"
MsgInventorySelectaPurchaseOrder,Pasirinkti pirkimo užsakymą
MsgInventoryTouchToSelect,"Palieskite, kad pasirinktumėte"
MsgInventorySearch,Paieška
MsgInventorySubmit,Pateikti
MsgInventoryPurchaseOrderSearch,Pirkimo užsakymo paieška
MsgInventoryProductSearch,Produkto paieška
MsgInventoryNoMathesFound,Nieko nerasta.
MsgInventoryInventoryUpdated,Produktų atsargų aprašas atnaujintas.
MsgInventoryNothingUpdated,Niekas neatnaujinta.
MsgInventoryInvUnitsAdded,Produktų atsargų aprašo nr. Pridėta\nvnt.
MsgInventoryAdded,Pridėta
MsgInventoryCurrentInventory,Dabartinis\nproduktų atsargų kiekis
MsgInventoryPOID,Pirkimo užsakymo nr.
MsgInventoryPOIDNumber,Pirkimo užsakymo nr. %d
MsgInventoryPOsIncluding,"Pirkimo užsakymai, kuriuose yra %@"
MsgInventoryPurchaseOrderID,Pirkimo užsakymo nr.
MsgInventoryVendorName,Tiekėjo pavadinimas
MsgInventoryVendorInvoiceNumber,Tiekėjos sąskaitos faktūros nr.
MsgInventoryDate,Data
MsgInventoryItem,Produktas
MsgInventoryCountDuplicates,Rasta %ld dublių. Jie bus pašalinti prieš pateikiant informaciją
MsgInventoryCurrent,Dabartinis
MsgInventoryReceive,Gauti
MsgInventoryActual,Fakt.
MsgInventoryWaste,Nurašyti
MsgInventoryDamage,Netinka naudoti
MsgInventoryName,Pavadinimas
MsgInventoryQuantity,Kiekis
MsgInventoryQty,Kiekis
MsgInventoryUnit,Vnt.
MsgInventoryClosed,Uždarytas
MsgInventoryRec,Įraš.
MsgInventoryProductResultList,Produktų sąrašas
MsgInventorySelectProductOrIngredient,Pasirinkite produktą ar ingredientą
MsgInventoryPleaseSelectUnit,Pasirinkite vnt. skaičių.
MsgInventoryPleaseSelectReason,Pasirinkite vnt. skaičių.
MsgInventoryMoreDetails,Užsakymo duomenys
MsgInventoryIngredient,Ingredientas
MsgInventoryObtainingPurchaseOrder,Gaunamas pirkimo užsakymas...
MsgInventoryObtainingPurchaseOrders,Gaunami pirkimo užsakymai...
MsgInventoryUpdateReceivedInfo,Atnaujinama gauta informacija...
MsgInventoryErrorOccurredFetchFailed,Nepavyko gauti produktų atsargų aprašo!
MsgInventoryErrorOccurredInternet,Įvyko triktis. Patikrinkite interneto ryšį!
MsgInventoryEnterAmount,Įvesti sumą
MsgInventoryPriorInventory,Ankstesnis produktų atsargų kiekis (%@)
MsgInventoryActualInventory,Faktinis produktų atsargų kiekis (%@)
MsgInventoryVariance,Nuokrypis (%@)
MsgInventoryVariancePerc,Nuokrypis (%%)
MsgInventoryReason,Priežastis
MsgInventoryEnterReason,Įvesti priežastį
MsgInventoryEnterCostPerUnit,Vieneto savikaina
MsgInventoryNone,Nėra
MsgInventoryUpdate,Atnaujinti
MsgInventoryUpdatePrice,Serveryje
MsgInventoryUpdateCost,Atnaujinti savikainą
MsgInventoryAdjustCost,Pataisymas\nSuma
MsgInventoryPriceUpdated,Kaina atnaujinta.
MsgInventoryCostUpdated,Savikaina atnaujinta.
MsgInventoryNewPrice,Naujoji kaina: %@
BtnShowResultsPrinterDetails,Spausdinti informaciją
BtnShowResultsPrinterSummary,Spausdinti suvestinę
MsgInventoryCurrentPrice,Dabartinė kaina: %@
MsgInventoryCurrentCost,Dabartinė savikaina: %@
MsgInventoryNewCost,Naujoji savikaina: %@
MsgInventoryCurrent:,Dabartinis: %@%@
MsgInventoryCurrentQuantityUnits,Dabartinis: %.2f %@s
MsgInventoryThePriceOf,"%@ kaina pakeista į %@. Kad pakeitimai būtų pritaikyti ir kituose terminaluose, atnaujinkite juos."
MsgInventoryTheCostOf,"%@ savikaina pakeista į %@. Kad pakeitimai būtų pritaikyti ir kituose terminaluose, atnaujinkite juos."
MsgInventoryPrice,Kaina
MsgInventoryCost,Savikaina
MsgInventoryPleaseSpecifyReason,Nurodykite priežastį.
MsgInventoryPleaseCorrectQuantity,Nurodykite teisingą kiekį.
MsgInventoryNA,Netaikoma
MsgInventoryEnterSerialNumber,Įvesti serijos numerius\n(kiekvieną iš naujos eilutės)
MsgInventoryStatus,Būsena
MsgInventoryFilterBySerialNumber,Filtruoti pagal serijos numerį
MsgInventorySerialNumber,Serijos numeris
MsgInventorySerialNumbers,Serijos numeriai
